Alleles Observed-SFS Expected
0 0.998320 0.998320
1 0.001131 0.000799
2 0.000213 0.000260
3 0.000053 0.000117
4 0.000021 0.000064
5 0.000037 0.000041
6 0.000032 0.000030
7 0.000021 0.000024
8 0.000000 0.000020
9 0.000005 0.000017
10 0.000000 0.000015
11 0.000000 0.000014
12 0.000000 0.000013
13 0.000000 0.000012
14 0.000000 0.000011
15 0.000011 0.000011
16 0.000000 0.000010
17 0.000000 0.000010
18 0.000005 0.000009
19 0.000000 0.000009
20 0.000000 0.000009
21 0.000005 0.000008
22 0.000000 0.000008
23 0.000000 0.000008
24 0.000000 0.000007
25 0.000005 0.000007
26 0.000000 0.000007
27 0.000000 0.000007
28 0.000000 0.000007
29 0.000000 0.000007
30 0.000000 0.000007
31 0.000011 0.000006
32 0.000005 0.000006
33 0.000000 0.000006
34 0.000005 0.000006
35 0.000021 0.000006
36 0.000000 0.000006
37 0.000005 0.000006
38 0.000000 0.000006
39 0.000005 0.000006
40 0.000016 0.000006
41 0.000011 0.000006
42 0.000011 0.000006
43 0.000000 0.000006
44 0.000000 0.000006
45 0.000011 0.000006
46 0.000011 0.000005
47 0.000000 0.000005
48 0.000011 0.000005
49 0.000011 0.000005
50 0.000005 0.000003
