Alleles Observed-SFS Expected
0 0.998996 0.999003
1 0.000610 0.000579
2 0.000151 0.000165
3 0.000046 0.000068
4 0.000037 0.000034
5 0.000009 0.000021
6 0.000004 0.000014
7 0.000007 0.000010
8 0.000018 0.000008
9 0.000021 0.000007
10 0.000009 0.000006
11 0.000009 0.000005
12 0.000002 0.000005
13 0.000016 0.000004
14 0.000007 0.000004
15 0.000005 0.000004
16 0.000000 0.000003
17 0.000000 0.000003
18 0.000005 0.000003
19 0.000004 0.000003
20 0.000007 0.000003
21 0.000004 0.000002
22 0.000004 0.000002
23 0.000002 0.000002
24 0.000000 0.000002
25 0.000000 0.000002
26 0.000002 0.000002
27 0.000000 0.000002
28 0.000000 0.000002
29 0.000000 0.000002
30 0.000002 0.000002
31 0.000002 0.000002
32 0.000002 0.000002
33 0.000002 0.000002
34 0.000000 0.000002
35 0.000002 0.000002
36 0.000000 0.000002
37 0.000000 0.000002
38 0.000000 0.000002
39 0.000000 0.000001
40 0.000002 0.000001
41 0.000002 0.000001
42 0.000000 0.000001
43 0.000000 0.000001
44 0.000002 0.000001
45 0.000000 0.000001
46 0.000002 0.000001
47 0.000004 0.000001
48 0.000002 0.000001
49 0.000000 0.000001
50 0.000005 0.000001
