Alleles Observed-SFS Expected
0 0.998373 0.998373
1 0.000992 0.000715
2 0.000256 0.000284
3 0.000096 0.000148
4 0.000064 0.000088
5 0.000080 0.000057
6 0.000048 0.000040
7 0.000027 0.000029
8 0.000027 0.000022
9 0.000011 0.000017
10 0.000005 0.000014
11 0.000005 0.000012
12 0.000000 0.000011
13 0.000000 0.000010
14 0.000000 0.000009
15 0.000005 0.000008
16 0.000000 0.000007
17 0.000005 0.000007
18 0.000005 0.000007
19 0.000000 0.000006
20 0.000000 0.000006
21 0.000000 0.000006
22 0.000000 0.000006
23 0.000000 0.000005
24 0.000000 0.000005
25 0.000000 0.000005
26 0.000000 0.000005
27 0.000000 0.000005
28 0.000000 0.000005
29 0.000000 0.000005
30 0.000000 0.000005
31 0.000000 0.000004
32 0.000000 0.000004
33 0.000000 0.000004
34 0.000000 0.000004
35 0.000000 0.000004
36 0.000000 0.000004
37 0.000000 0.000004
38 0.000000 0.000004
39 0.000000 0.000004
40 0.000000 0.000004
41 0.000000 0.000004
42 0.000000 0.000004
43 0.000000 0.000004
44 0.000000 0.000004
45 0.000000 0.000004
46 0.000000 0.000004
47 0.000000 0.000004
48 0.000000 0.000004
49 0.000000 0.000004
50 0.000000 0.000002
