Alleles Observed-SFS Expected
0 0.996037 0.996037
1 0.001664 0.001721
2 0.000720 0.000647
3 0.000373 0.000322
4 0.000155 0.000188
5 0.000085 0.000122
6 0.000059 0.000086
7 0.000101 0.000065
8 0.000075 0.000052
9 0.000037 0.000044
10 0.000032 0.000038
11 0.000021 0.000034
12 0.000011 0.000031
13 0.000011 0.000028
14 0.000016 0.000026
15 0.000005 0.000025
16 0.000011 0.000023
17 0.000011 0.000022
18 0.000005 0.000021
19 0.000011 0.000020
20 0.000011 0.000020
21 0.000021 0.000019
22 0.000027 0.000018
23 0.000005 0.000018
24 0.000000 0.000017
25 0.000000 0.000017
26 0.000005 0.000016
27 0.000005 0.000016
28 0.000016 0.000016
29 0.000027 0.000015
30 0.000069 0.000015
31 0.000032 0.000015
32 0.000016 0.000014
33 0.000016 0.000014
34 0.000037 0.000014
35 0.000021 0.000014
36 0.000011 0.000014
37 0.000016 0.000013
38 0.000016 0.000013
39 0.000048 0.000013
40 0.000011 0.000013
41 0.000027 0.000013
42 0.000021 0.000013
43 0.000021 0.000013
44 0.000016 0.000013
45 0.000016 0.000013
46 0.000016 0.000013
47 0.000005 0.000013
48 0.000021 0.000013
49 0.000005 0.000013
50 0.000000 0.000006
