Alleles Observed-SFS Expected
0 0.997179 0.997178
1 0.001108 0.001122
2 0.000416 0.000397
3 0.000210 0.000198
4 0.000124 0.000127
5 0.000087 0.000093
6 0.000082 0.000073
7 0.000052 0.000060
8 0.000050 0.000051
9 0.000043 0.000045
10 0.000055 0.000040
11 0.000020 0.000035
12 0.000025 0.000032
13 0.000020 0.000029
14 0.000039 0.000027
15 0.000023 0.000025
16 0.000023 0.000023
17 0.000018 0.000022
18 0.000020 0.000021
19 0.000027 0.000019
20 0.000020 0.000019
21 0.000021 0.000018
22 0.000007 0.000017
23 0.000011 0.000016
24 0.000014 0.000016
25 0.000011 0.000015
26 0.000007 0.000014
27 0.000014 0.000014
28 0.000020 0.000014
29 0.000016 0.000013
30 0.000012 0.000013
31 0.000009 0.000013
32 0.000014 0.000012
33 0.000005 0.000012
34 0.000016 0.000012
35 0.000014 0.000012
36 0.000016 0.000011
37 0.000012 0.000011
38 0.000012 0.000011
39 0.000011 0.000011
40 0.000014 0.000011
41 0.000002 0.000011
42 0.000011 0.000011
43 0.000007 0.000010
44 0.000012 0.000010
45 0.000020 0.000010
46 0.000012 0.000010
47 0.000005 0.000010
48 0.000005 0.000010
49 0.000014 0.000010
50 0.000016 0.000005
