Alleles Observed-SFS Expected
0 0.998571 0.998790
1 0.000974 0.000664
2 0.000156 0.000222
3 0.000071 0.000100
4 0.000053 0.000053
5 0.000044 0.000032
6 0.000023 0.000021
7 0.000007 0.000015
8 0.000007 0.000011
9 0.000009 0.000009
10 0.000005 0.000008
11 0.000014 0.000006
12 0.000005 0.000006
13 0.000011 0.000005
14 0.000007 0.000004
15 0.000000 0.000004
16 0.000004 0.000004
17 0.000005 0.000003
18 0.000004 0.000003
19 0.000000 0.000003
20 0.000002 0.000003
21 0.000000 0.000002
22 0.000002 0.000002
23 0.000002 0.000002
24 0.000002 0.000002
25 0.000004 0.000002
26 0.000000 0.000002
27 0.000002 0.000002
28 0.000004 0.000001
29 0.000000 0.000001
30 0.000000 0.000001
31 0.000000 0.000001
32 0.000002 0.000001
33 0.000000 0.000001
34 0.000004 0.000001
35 0.000000 0.000001
36 0.000000 0.000001
37 0.000000 0.000001
38 0.000002 0.000001
39 0.000000 0.000001
40 0.000000 0.000001
41 0.000002 0.000001
42 0.000002 0.000001
43 0.000000 0.000001
44 0.000002 0.000001
45 0.000000 0.000001
46 0.000000 0.000001
47 0.000000 0.000001
48 0.000000 0.000001
49 0.000000 0.000001
50 0.000000 0.000000
