Alleles Observed-SFS Expected
0 0.998558 0.998752
1 0.001017 0.000702
2 0.000123 0.000214
3 0.000087 0.000090
4 0.000039 0.000047
5 0.000028 0.000029
6 0.000018 0.000020
7 0.000014 0.000015
8 0.000009 0.000012
9 0.000004 0.000010
10 0.000007 0.000009
11 0.000009 0.000008
12 0.000004 0.000007
13 0.000007 0.000006
14 0.000012 0.000005
15 0.000004 0.000005
16 0.000002 0.000004
17 0.000000 0.000004
18 0.000002 0.000004
19 0.000002 0.000003
20 0.000005 0.000003
21 0.000002 0.000003
22 0.000000 0.000003
23 0.000000 0.000003
24 0.000002 0.000003
25 0.000002 0.000002
26 0.000005 0.000002
27 0.000002 0.000002
28 0.000000 0.000002
29 0.000002 0.000002
30 0.000004 0.000002
31 0.000002 0.000002
32 0.000002 0.000002
33 0.000000 0.000002
34 0.000004 0.000002
35 0.000000 0.000002
36 0.000002 0.000002
37 0.000002 0.000001
38 0.000000 0.000001
39 0.000000 0.000001
40 0.000000 0.000001
41 0.000000 0.000001
42 0.000002 0.000001
43 0.000004 0.000001
44 0.000004 0.000001
45 0.000000 0.000001
46 0.000009 0.000001
47 0.000002 0.000001
48 0.000000 0.000001
49 0.000002 0.000001
50 0.000000 0.000001
