Alleles Observed-SFS Expected
0 0.998322 0.998478
1 0.001070 0.000833
2 0.000256 0.000265
3 0.000060 0.000115
4 0.000037 0.000061
5 0.000028 0.000037
6 0.000027 0.000026
7 0.000020 0.000019
8 0.000018 0.000015
9 0.000020 0.000013
10 0.000005 0.000011
11 0.000007 0.000010
12 0.000014 0.000008
13 0.000009 0.000008
14 0.000002 0.000007
15 0.000005 0.000006
16 0.000005 0.000006
17 0.000004 0.000005
18 0.000004 0.000005
19 0.000020 0.000004
20 0.000005 0.000004
21 0.000011 0.000004
22 0.000004 0.000004
23 0.000005 0.000003
24 0.000002 0.000003
25 0.000009 0.000003
26 0.000000 0.000003
27 0.000004 0.000003
28 0.000002 0.000003
29 0.000004 0.000002
30 0.000002 0.000002
31 0.000002 0.000002
32 0.000000 0.000002
33 0.000000 0.000002
34 0.000000 0.000002
35 0.000005 0.000002
36 0.000002 0.000002
37 0.000002 0.000002
38 0.000002 0.000002
39 0.000000 0.000002
40 0.000004 0.000002
41 0.000002 0.000002
42 0.000002 0.000002
43 0.000000 0.000002
44 0.000002 0.000002
45 0.000000 0.000002
46 0.000000 0.000002
47 0.000000 0.000002
48 0.000000 0.000002
49 0.000000 0.000001
50 0.000000 0.000001
