"","selfing","DFE","pis","mean_allele_freqs","sd_allele_freqs"
"1","0","DFE1",0.000907889066666667,11.7479131886477,18.0714693138211
"2","0","DFE2",0.0004206048,9.23088023088023,16.4093700834679
"3","0","DFE3",0.0002348512,10.3580901856764,18.5855309932311
"4","50","DFE1",0.000673226666666667,11.5533333333333,17.9145928299393
"5","50","DFE2",0.0003309024,10.1704980842912,17.8866030175032
"6","50","DFE3",0.0002530016,13.6539682539683,20.6722438099766
"7","99","DFE1",0.000466244266666667,12.4154103852596,18.863381050912
"8","99","DFE2",0.000205403733333333,8.32311977715877,15.0756489160435
"9","99","DFE3",0.000133995733333333,11.7718446601942,20.7578697035464
