Alleles Observed-SFS Expected
0 0.995579 0.995557
1 0.001822 0.001826
2 0.000645 0.000705
3 0.000364 0.000354
4 0.000222 0.000216
5 0.000139 0.000150
6 0.000128 0.000112
7 0.000092 0.000090
8 0.000066 0.000074
9 0.000071 0.000063
10 0.000080 0.000055
11 0.000050 0.000049
12 0.000062 0.000044
13 0.000044 0.000040
14 0.000043 0.000037
15 0.000025 0.000034
16 0.000027 0.000031
17 0.000016 0.000029
18 0.000027 0.000027
19 0.000027 0.000026
20 0.000027 0.000024
21 0.000027 0.000023
22 0.000025 0.000022
23 0.000028 0.000021
24 0.000016 0.000020
25 0.000016 0.000019
26 0.000023 0.000019
27 0.000028 0.000018
28 0.000021 0.000017
29 0.000014 0.000017
30 0.000016 0.000016
31 0.000032 0.000016
32 0.000012 0.000015
33 0.000012 0.000015
34 0.000012 0.000015
35 0.000005 0.000014
36 0.000011 0.000014
37 0.000007 0.000014
38 0.000020 0.000014
39 0.000011 0.000013
40 0.000004 0.000013
41 0.000004 0.000013
42 0.000009 0.000013
43 0.000014 0.000013
44 0.000016 0.000013
45 0.000007 0.000013
46 0.000005 0.000013
47 0.000016 0.000013
48 0.000012 0.000012
49 0.000014 0.000012
50 0.000005 0.000006
