Alleles Observed-SFS Expected
0 0.994556 0.994619
1 0.002500 0.002320
2 0.000862 0.000938
3 0.000482 0.000499
4 0.000281 0.000308
5 0.000201 0.000207
6 0.000112 0.000148
7 0.000116 0.000111
8 0.000066 0.000086
9 0.000075 0.000069
10 0.000066 0.000056
11 0.000052 0.000047
12 0.000053 0.000040
13 0.000044 0.000035
14 0.000037 0.000031
15 0.000039 0.000028
16 0.000027 0.000025
17 0.000025 0.000023
18 0.000018 0.000021
19 0.000027 0.000020
20 0.000016 0.000019
21 0.000016 0.000018
22 0.000025 0.000017
23 0.000014 0.000016
24 0.000007 0.000015
25 0.000023 0.000015
26 0.000011 0.000014
27 0.000012 0.000013
28 0.000025 0.000013
29 0.000016 0.000013
30 0.000014 0.000012
31 0.000009 0.000012
32 0.000011 0.000012
33 0.000020 0.000011
34 0.000009 0.000011
35 0.000012 0.000011
36 0.000005 0.000011
37 0.000007 0.000011
38 0.000009 0.000010
39 0.000009 0.000010
40 0.000012 0.000010
41 0.000009 0.000010
42 0.000011 0.000010
43 0.000007 0.000010
44 0.000016 0.000010
45 0.000004 0.000010
46 0.000009 0.000010
47 0.000011 0.000010
48 0.000007 0.000010
49 0.000005 0.000010
50 0.000002 0.000005
