name fullpath selfing DFE output m1_count m2_count m4_count neutral_m4_count alpha
output5.fixed /nas/longleaf/home/adaigle/work/johri_elegans/sim_outputs/positive/eqm_selfing80_DFE3/output5.fixed 80 DFE3 5 1207 778 3296 1 0.808787432498773
output5.fixed /nas/longleaf/home/adaigle/work/johri_elegans/sim_outputs/positive/eqm_selfing90_DFE1/output5.fixed 90 DFE1 5 1211 3102 2657 1 0.461191179024136
output5.fixed /nas/longleaf/home/adaigle/work/johri_elegans/sim_outputs/positive/eqm_selfing90_DFE2/output5.fixed 90 DFE2 5 1237 1849 2546 1 0.579067121729238
output5.fixed /nas/longleaf/home/adaigle/work/johri_elegans/sim_outputs/positive/eqm_selfing90_DFE3/output5.fixed 90 DFE3 5 1247 909 2234 1 0.710467706013363
output5.fixed /nas/longleaf/home/adaigle/work/johri_elegans/sim_outputs/positive/eqm_selfing95_DFE1/output5.fixed 95 DFE1 5 1211 3429 1889 1 0.355020684467845
output5.fixed /nas/longleaf/home/adaigle/work/johri_elegans/sim_outputs/positive/eqm_selfing95_DFE2/output5.fixed 95 DFE2 5 1247 2145 1803 0 0.456686930091185
output5.fixed /nas/longleaf/home/adaigle/work/johri_elegans/sim_outputs/positive/eqm_selfing95_DFE3/output5.fixed 95 DFE3 5 1226 1011 1505 1 0.597774244833068
output5.fixed /nas/longleaf/home/adaigle/work/johri_elegans/sim_outputs/positive/eqm_selfing99_DFE1/output5.fixed 99 DFE1 5 1172 3531 1031 3 0.225339763261727
output5.fixed /nas/longleaf/home/adaigle/work/johri_elegans/sim_outputs/positive/eqm_selfing99_DFE2/output5.fixed 99 DFE2 5 1237 2420 1008 0 0.294049008168028
output5.fixed /nas/longleaf/home/adaigle/work/johri_elegans/sim_outputs/positive/eqm_selfing99_DFE3/output5.fixed 99 DFE3 5 1243 1260 791 2 0.384690394929303
