Alleles Observed-SFS Expected
0 0.991408 0.991408
1 0.003029 0.002932
2 0.001344 0.001360
3 0.000752 0.000809
4 0.000507 0.000544
5 0.000315 0.000392
6 0.000251 0.000296
7 0.000240 0.000231
8 0.000197 0.000186
9 0.000144 0.000153
10 0.000171 0.000128
11 0.000155 0.000109
12 0.000075 0.000094
13 0.000075 0.000083
14 0.000096 0.000074
15 0.000043 0.000066
16 0.000064 0.000060
17 0.000059 0.000055
18 0.000059 0.000051
19 0.000091 0.000048
20 0.000048 0.000045
21 0.000037 0.000042
22 0.000064 0.000040
23 0.000048 0.000038
24 0.000048 0.000037
25 0.000059 0.000035
26 0.000037 0.000034
27 0.000027 0.000033
28 0.000032 0.000032
29 0.000021 0.000031
30 0.000005 0.000031
31 0.000064 0.000030
32 0.000032 0.000029
33 0.000037 0.000029
34 0.000021 0.000028
35 0.000016 0.000028
36 0.000021 0.000028
37 0.000016 0.000027
38 0.000027 0.000027
39 0.000037 0.000027
40 0.000027 0.000026
41 0.000043 0.000026
42 0.000021 0.000026
43 0.000000 0.000026
44 0.000032 0.000026
45 0.000021 0.000026
46 0.000027 0.000025
47 0.000011 0.000025
48 0.000032 0.000025
49 0.000000 0.000025
50 0.000016 0.000013
