Alleles Observed-SFS Expected
0 0.994688 0.994692
1 0.001847 0.001746
2 0.000644 0.000754
3 0.000388 0.000407
4 0.000261 0.000270
5 0.000215 0.000201
6 0.000171 0.000160
7 0.000117 0.000132
8 0.000135 0.000112
9 0.000082 0.000098
10 0.000080 0.000086
11 0.000085 0.000077
12 0.000069 0.000070
13 0.000062 0.000064
14 0.000041 0.000059
15 0.000071 0.000055
16 0.000053 0.000051
17 0.000050 0.000048
18 0.000059 0.000045
19 0.000027 0.000042
20 0.000037 0.000040
21 0.000043 0.000038
22 0.000044 0.000037
23 0.000034 0.000035
24 0.000046 0.000034
25 0.000030 0.000033
26 0.000032 0.000032
27 0.000021 0.000031
28 0.000052 0.000030
29 0.000036 0.000029
30 0.000028 0.000028
31 0.000030 0.000027
32 0.000018 0.000027
33 0.000034 0.000026
34 0.000025 0.000026
35 0.000030 0.000025
36 0.000037 0.000025
37 0.000014 0.000024
38 0.000027 0.000024
39 0.000014 0.000024
40 0.000023 0.000023
41 0.000021 0.000023
42 0.000027 0.000023
43 0.000020 0.000023
44 0.000014 0.000023
45 0.000032 0.000022
46 0.000023 0.000022
47 0.000012 0.000022
48 0.000020 0.000022
49 0.000014 0.000022
50 0.000016 0.000011
