Alleles Observed-SFS Expected
0 0.994485 0.994544
1 0.002521 0.002314
2 0.000821 0.000938
3 0.000476 0.000504
4 0.000267 0.000314
5 0.000224 0.000214
6 0.000140 0.000154
7 0.000101 0.000116
8 0.000110 0.000091
9 0.000085 0.000073
10 0.000075 0.000060
11 0.000046 0.000050
12 0.000048 0.000043
13 0.000043 0.000038
14 0.000037 0.000033
15 0.000034 0.000030
16 0.000028 0.000027
17 0.000037 0.000025
18 0.000012 0.000023
19 0.000034 0.000021
20 0.000014 0.000020
21 0.000009 0.000019
22 0.000012 0.000018
23 0.000016 0.000017
24 0.000018 0.000016
25 0.000014 0.000015
26 0.000016 0.000015
27 0.000011 0.000014
28 0.000009 0.000014
29 0.000011 0.000013
30 0.000030 0.000013
31 0.000016 0.000013
32 0.000007 0.000012
33 0.000011 0.000012
34 0.000005 0.000012
35 0.000011 0.000012
36 0.000012 0.000011
37 0.000014 0.000011
38 0.000012 0.000011
39 0.000011 0.000011
40 0.000005 0.000011
41 0.000011 0.000011
42 0.000021 0.000011
43 0.000021 0.000011
44 0.000004 0.000010
45 0.000012 0.000010
46 0.000007 0.000010
47 0.000009 0.000010
48 0.000009 0.000010
49 0.000011 0.000010
50 0.000004 0.000005
