Alleles Observed-SFS Expected
0 0.993364 0.993446
1 0.002658 0.002375
2 0.000903 0.001072
3 0.000539 0.000584
4 0.000350 0.000372
5 0.000222 0.000262
6 0.000236 0.000197
7 0.000181 0.000155
8 0.000124 0.000126
9 0.000108 0.000106
10 0.000084 0.000091
11 0.000082 0.000079
12 0.000062 0.000070
13 0.000076 0.000063
14 0.000060 0.000057
15 0.000060 0.000052
16 0.000053 0.000048
17 0.000032 0.000045
18 0.000037 0.000042
19 0.000066 0.000039
20 0.000034 0.000037
21 0.000041 0.000035
22 0.000023 0.000033
23 0.000021 0.000032
24 0.000020 0.000030
25 0.000030 0.000029
26 0.000027 0.000028
27 0.000027 0.000027
28 0.000025 0.000026
29 0.000030 0.000025
30 0.000028 0.000024
31 0.000021 0.000024
32 0.000021 0.000023
33 0.000020 0.000023
34 0.000030 0.000022
35 0.000018 0.000022
36 0.000023 0.000021
37 0.000018 0.000021
38 0.000011 0.000020
39 0.000027 0.000020
40 0.000011 0.000020
41 0.000009 0.000020
42 0.000020 0.000019
43 0.000016 0.000019
44 0.000012 0.000019
45 0.000027 0.000019
46 0.000027 0.000019
47 0.000021 0.000019
48 0.000032 0.000019
49 0.000018 0.000019
50 0.000014 0.000009
