Alleles Observed-SFS Expected
0 0.991918 0.992056
1 0.003138 0.002878
2 0.001300 0.001313
3 0.000727 0.000771
4 0.000484 0.000513
5 0.000340 0.000367
6 0.000261 0.000275
7 0.000178 0.000214
8 0.000167 0.000170
9 0.000114 0.000139
10 0.000139 0.000115
11 0.000068 0.000097
12 0.000084 0.000083
13 0.000089 0.000072
14 0.000078 0.000063
15 0.000082 0.000056
16 0.000064 0.000050
17 0.000055 0.000045
18 0.000059 0.000041
19 0.000034 0.000038
20 0.000030 0.000035
21 0.000041 0.000033
22 0.000039 0.000031
23 0.000030 0.000029
24 0.000028 0.000027
25 0.000025 0.000026
26 0.000012 0.000025
27 0.000020 0.000024
28 0.000027 0.000023
29 0.000011 0.000022
30 0.000016 0.000021
31 0.000018 0.000021
32 0.000025 0.000020
33 0.000030 0.000020
34 0.000018 0.000019
35 0.000018 0.000019
36 0.000012 0.000018
37 0.000007 0.000018
38 0.000025 0.000018
39 0.000012 0.000018
40 0.000020 0.000017
41 0.000014 0.000017
42 0.000007 0.000017
43 0.000018 0.000017
44 0.000014 0.000017
45 0.000023 0.000017
46 0.000023 0.000017
47 0.000016 0.000017
48 0.000016 0.000017
49 0.000021 0.000016
50 0.000007 0.000008
