Alleles Observed-SFS Expected
0 0.995676 0.995651
1 0.001785 0.001829
2 0.000656 0.000675
3 0.000340 0.000332
4 0.000180 0.000201
5 0.000164 0.000139
6 0.000119 0.000105
7 0.000092 0.000084
8 0.000084 0.000070
9 0.000080 0.000060
10 0.000073 0.000053
11 0.000052 0.000047
12 0.000030 0.000043
13 0.000050 0.000039
14 0.000027 0.000036
15 0.000025 0.000033
16 0.000021 0.000031
17 0.000021 0.000029
18 0.000043 0.000027
19 0.000023 0.000025
20 0.000012 0.000024
21 0.000028 0.000023
22 0.000016 0.000022
23 0.000014 0.000021
24 0.000025 0.000020
25 0.000020 0.000019
26 0.000020 0.000019
27 0.000016 0.000018
28 0.000012 0.000018
29 0.000018 0.000017
30 0.000014 0.000017
31 0.000009 0.000016
32 0.000020 0.000016
33 0.000027 0.000015
34 0.000020 0.000015
35 0.000014 0.000015
36 0.000012 0.000015
37 0.000016 0.000014
38 0.000004 0.000014
39 0.000007 0.000014
40 0.000012 0.000014
41 0.000020 0.000014
42 0.000018 0.000013
43 0.000009 0.000013
44 0.000018 0.000013
45 0.000018 0.000013
46 0.000007 0.000013
47 0.000009 0.000013
48 0.000005 0.000013
49 0.000011 0.000013
50 0.000011 0.000006
