Alleles Observed-SFS Expected
0 0.994830 0.994840
1 0.002322 0.002139
2 0.000677 0.000844
3 0.000423 0.000467
4 0.000260 0.000303
5 0.000192 0.000213
6 0.000153 0.000159
7 0.000140 0.000123
8 0.000084 0.000098
9 0.000084 0.000079
10 0.000057 0.000066
11 0.000064 0.000055
12 0.000048 0.000047
13 0.000050 0.000041
14 0.000050 0.000036
15 0.000028 0.000032
16 0.000037 0.000028
17 0.000027 0.000026
18 0.000023 0.000023
19 0.000034 0.000021
20 0.000021 0.000020
21 0.000016 0.000018
22 0.000023 0.000017
23 0.000011 0.000016
24 0.000020 0.000015
25 0.000018 0.000015
26 0.000020 0.000014
27 0.000016 0.000013
28 0.000023 0.000013
29 0.000014 0.000012
30 0.000007 0.000012
31 0.000011 0.000012
32 0.000016 0.000011
33 0.000011 0.000011
34 0.000014 0.000011
35 0.000016 0.000010
36 0.000012 0.000010
37 0.000011 0.000010
38 0.000014 0.000010
39 0.000016 0.000010
40 0.000005 0.000010
41 0.000005 0.000010
42 0.000014 0.000009
43 0.000023 0.000009
44 0.000011 0.000009
45 0.000009 0.000009
46 0.000016 0.000009
47 0.000004 0.000009
48 0.000005 0.000009
49 0.000012 0.000009
50 0.000004 0.000005
