Alleles Observed-SFS Expected
0 0.997762 0.997762
1 0.001033 0.001019
2 0.000236 0.000269
3 0.000123 0.000133
4 0.000119 0.000089
5 0.000068 0.000067
6 0.000062 0.000054
7 0.000044 0.000045
8 0.000034 0.000038
9 0.000028 0.000033
10 0.000030 0.000029
11 0.000025 0.000026
12 0.000027 0.000024
13 0.000030 0.000022
14 0.000020 0.000020
15 0.000027 0.000019
16 0.000018 0.000017
17 0.000009 0.000016
18 0.000014 0.000015
19 0.000028 0.000015
20 0.000009 0.000014
21 0.000007 0.000013
22 0.000009 0.000013
23 0.000018 0.000012
24 0.000012 0.000012
25 0.000005 0.000011
26 0.000014 0.000011
27 0.000011 0.000010
28 0.000005 0.000010
29 0.000005 0.000010
30 0.000012 0.000010
31 0.000005 0.000009
32 0.000014 0.000009
33 0.000002 0.000009
34 0.000011 0.000009
35 0.000011 0.000009
36 0.000007 0.000008
37 0.000009 0.000008
38 0.000012 0.000008
39 0.000005 0.000008
40 0.000005 0.000008
41 0.000004 0.000008
42 0.000005 0.000008
43 0.000007 0.000008
44 0.000009 0.000008
45 0.000005 0.000008
46 0.000009 0.000008
47 0.000014 0.000008
48 0.000011 0.000008
49 0.000005 0.000008
50 0.000004 0.000004
