Alleles Observed-SFS Expected
0 0.998379 0.998447
1 0.000878 0.000735
2 0.000235 0.000263
3 0.000140 0.000126
4 0.000046 0.000070
5 0.000028 0.000044
6 0.000020 0.000030
7 0.000009 0.000022
8 0.000009 0.000018
9 0.000014 0.000015
10 0.000014 0.000013
11 0.000004 0.000011
12 0.000005 0.000010
13 0.000012 0.000009
14 0.000007 0.000009
15 0.000002 0.000008
16 0.000004 0.000008
17 0.000002 0.000007
18 0.000004 0.000007
19 0.000000 0.000007
20 0.000004 0.000006
21 0.000007 0.000006
22 0.000005 0.000006
23 0.000018 0.000006
24 0.000018 0.000006
25 0.000020 0.000005
26 0.000005 0.000005
27 0.000004 0.000005
28 0.000014 0.000005
29 0.000005 0.000005
30 0.000004 0.000005
31 0.000004 0.000005
32 0.000002 0.000005
33 0.000005 0.000005
34 0.000004 0.000004
35 0.000002 0.000004
36 0.000000 0.000004
37 0.000005 0.000004
38 0.000004 0.000004
39 0.000002 0.000004
40 0.000004 0.000004
41 0.000009 0.000004
42 0.000004 0.000004
43 0.000002 0.000004
44 0.000004 0.000004
45 0.000004 0.000004
46 0.000005 0.000004
47 0.000007 0.000004
48 0.000011 0.000004
49 0.000009 0.000004
50 0.000002 0.000002
