Alleles Observed-SFS Expected
0 0.996245 0.996245
1 0.001829 0.001756
2 0.000400 0.000496
3 0.000197 0.000213
4 0.000139 0.000124
5 0.000176 0.000088
6 0.000139 0.000070
7 0.000101 0.000059
8 0.000021 0.000052
9 0.000048 0.000046
10 0.000059 0.000042
11 0.000027 0.000039
12 0.000032 0.000036
13 0.000021 0.000033
14 0.000016 0.000031
15 0.000032 0.000030
16 0.000069 0.000028
17 0.000011 0.000027
18 0.000021 0.000026
19 0.000021 0.000025
20 0.000021 0.000024
21 0.000021 0.000023
22 0.000016 0.000022
23 0.000032 0.000021
24 0.000021 0.000021
25 0.000021 0.000020
26 0.000027 0.000020
27 0.000005 0.000019
28 0.000005 0.000019
29 0.000005 0.000018
30 0.000011 0.000018
31 0.000011 0.000018
32 0.000016 0.000017
33 0.000005 0.000017
34 0.000011 0.000017
35 0.000011 0.000017
36 0.000000 0.000016
37 0.000005 0.000016
38 0.000011 0.000016
39 0.000011 0.000016
40 0.000032 0.000016
41 0.000005 0.000016
42 0.000011 0.000015
43 0.000011 0.000015
44 0.000011 0.000015
45 0.000005 0.000015
46 0.000011 0.000015
47 0.000005 0.000015
48 0.000005 0.000015
49 0.000021 0.000015
50 0.000011 0.000008
