Alleles Observed-SFS Expected
0 0.997548 0.997848
1 0.001678 0.001179
2 0.000256 0.000411
3 0.000105 0.000189
4 0.000087 0.000101
5 0.000080 0.000060
6 0.000089 0.000038
7 0.000025 0.000026
8 0.000020 0.000019
9 0.000016 0.000015
10 0.000021 0.000012
11 0.000005 0.000010
12 0.000007 0.000008
13 0.000005 0.000007
14 0.000007 0.000006
15 0.000004 0.000006
16 0.000004 0.000005
17 0.000005 0.000004
18 0.000002 0.000004
19 0.000004 0.000004
20 0.000000 0.000003
21 0.000000 0.000003
22 0.000002 0.000003
23 0.000002 0.000003
24 0.000000 0.000002
25 0.000002 0.000002
26 0.000000 0.000002
27 0.000002 0.000002
28 0.000000 0.000002
29 0.000000 0.000002
30 0.000000 0.000002
31 0.000002 0.000002
32 0.000000 0.000001
33 0.000004 0.000001
34 0.000002 0.000001
35 0.000002 0.000001
36 0.000002 0.000001
37 0.000004 0.000001
38 0.000002 0.000001
39 0.000000 0.000001
40 0.000000 0.000001
41 0.000005 0.000001
42 0.000002 0.000001
43 0.000000 0.000001
44 0.000000 0.000001
45 0.000002 0.000001
46 0.000000 0.000001
47 0.000000 0.000001
48 0.000000 0.000001
49 0.000000 0.000001
50 0.000000 0.000000
