Alleles Observed-SFS Expected
0 0.997723 0.998020
1 0.001500 0.001010
2 0.000247 0.000331
3 0.000123 0.000148
4 0.000053 0.000080
5 0.000048 0.000049
6 0.000037 0.000034
7 0.000021 0.000026
8 0.000009 0.000021
9 0.000009 0.000018
10 0.000011 0.000016
11 0.000011 0.000014
12 0.000005 0.000013
13 0.000005 0.000012
14 0.000004 0.000011
15 0.000005 0.000010
16 0.000004 0.000009
17 0.000011 0.000009
18 0.000004 0.000008
19 0.000000 0.000008
20 0.000000 0.000007
21 0.000004 0.000007
22 0.000002 0.000007
23 0.000002 0.000007
24 0.000004 0.000006
25 0.000004 0.000006
26 0.000000 0.000006
27 0.000005 0.000006
28 0.000009 0.000006
29 0.000004 0.000005
30 0.000004 0.000005
31 0.000004 0.000005
32 0.000009 0.000005
33 0.000005 0.000005
34 0.000012 0.000005
35 0.000012 0.000005
36 0.000002 0.000005
37 0.000005 0.000005
38 0.000007 0.000005
39 0.000002 0.000004
40 0.000005 0.000004
41 0.000009 0.000004
42 0.000011 0.000004
43 0.000004 0.000004
44 0.000009 0.000004
45 0.000011 0.000004
46 0.000009 0.000004
47 0.000005 0.000004
48 0.000011 0.000004
49 0.000002 0.000004
50 0.000002 0.000002
