Alleles Observed-SFS Expected
0 0.991781 0.991781
1 0.003003 0.002806
2 0.001184 0.001289
3 0.000715 0.000758
4 0.000389 0.000504
5 0.000331 0.000361
6 0.000283 0.000271
7 0.000197 0.000211
8 0.000139 0.000170
9 0.000203 0.000140
10 0.000160 0.000118
11 0.000101 0.000101
12 0.000085 0.000088
13 0.000112 0.000078
14 0.000069 0.000070
15 0.000064 0.000064
16 0.000069 0.000059
17 0.000075 0.000054
18 0.000059 0.000051
19 0.000037 0.000048
20 0.000069 0.000045
21 0.000053 0.000043
22 0.000043 0.000041
23 0.000021 0.000040
24 0.000043 0.000038
25 0.000043 0.000037
26 0.000032 0.000036
27 0.000048 0.000035
28 0.000048 0.000034
29 0.000053 0.000033
30 0.000021 0.000033
31 0.000016 0.000032
32 0.000032 0.000031
33 0.000032 0.000031
34 0.000027 0.000030
35 0.000048 0.000030
36 0.000011 0.000030
37 0.000027 0.000029
38 0.000027 0.000029
39 0.000032 0.000029
40 0.000011 0.000028
41 0.000037 0.000028
42 0.000021 0.000028
43 0.000021 0.000028
44 0.000037 0.000028
45 0.000016 0.000028
46 0.000011 0.000027
47 0.000005 0.000027
48 0.000032 0.000027
49 0.000021 0.000027
50 0.000005 0.000014
