"","selfing","DFE","pis","mean_allele_freqs","sd_allele_freqs"
"1","0","DFE1",0.000906010666666667,11.9586038961039,19.071222463119
"2","0","DFE2",0.0003983648,9.32244318181818,17.7564447618317
"3","0","DFE3",0.0002738592,10.3797169811321,18.0409218027843
"4","50","DFE1",0.000749399466666667,11.8700209643606,17.6065749726086
"5","50","DFE2",0.000321853866666667,9.38432835820896,16.9693967729491
"6","50","DFE3",0.000201409066666667,10.2607260726073,17.2801615227558
"7","99","DFE1",0.000471802666666667,11.8,18.2644393176945
"8","99","DFE2",0.0002121504,8.55256064690027,15.706060550627
"9","99","DFE3",0.000123838933333333,9.58373205741627,17.6783201496205
