Alleles Observed-SFS Expected
0 0.998272 0.998445
1 0.001092 0.000840
2 0.000265 0.000269
3 0.000062 0.000118
4 0.000039 0.000062
5 0.000030 0.000038
6 0.000028 0.000026
7 0.000020 0.000020
8 0.000018 0.000016
9 0.000020 0.000013
10 0.000005 0.000012
11 0.000009 0.000010
12 0.000014 0.000009
13 0.000009 0.000008
14 0.000002 0.000007
15 0.000005 0.000007
16 0.000005 0.000006
17 0.000004 0.000006
18 0.000004 0.000005
19 0.000021 0.000005
20 0.000005 0.000005
21 0.000011 0.000004
22 0.000005 0.000004
23 0.000005 0.000004
24 0.000002 0.000004
25 0.000009 0.000003
26 0.000000 0.000003
27 0.000004 0.000003
28 0.000002 0.000003
29 0.000004 0.000003
30 0.000002 0.000003
31 0.000002 0.000003
32 0.000002 0.000002
33 0.000000 0.000002
34 0.000000 0.000002
35 0.000005 0.000002
36 0.000004 0.000002
37 0.000004 0.000002
38 0.000002 0.000002
39 0.000000 0.000002
40 0.000004 0.000002
41 0.000002 0.000002
42 0.000002 0.000002
43 0.000000 0.000002
44 0.000002 0.000002
45 0.000000 0.000002
46 0.000000 0.000002
47 0.000002 0.000002
48 0.000000 0.000002
49 0.000000 0.000002
50 0.000000 0.000001
