Alleles Observed-SFS Expected
0 0.996791 0.996798
1 0.001524 0.001417
2 0.000432 0.000530
3 0.000206 0.000276
4 0.000174 0.000170
5 0.000108 0.000115
6 0.000092 0.000083
7 0.000064 0.000062
8 0.000053 0.000049
9 0.000037 0.000040
10 0.000034 0.000033
11 0.000028 0.000028
12 0.000032 0.000024
13 0.000030 0.000022
14 0.000032 0.000019
15 0.000030 0.000018
16 0.000023 0.000016
17 0.000021 0.000015
18 0.000018 0.000014
19 0.000020 0.000013
20 0.000014 0.000012
21 0.000014 0.000012
22 0.000014 0.000011
23 0.000021 0.000011
24 0.000014 0.000010
25 0.000011 0.000010
26 0.000009 0.000010
27 0.000009 0.000009
28 0.000011 0.000009
29 0.000009 0.000009
30 0.000005 0.000009
31 0.000004 0.000008
32 0.000004 0.000008
33 0.000007 0.000008
34 0.000002 0.000008
35 0.000007 0.000008
36 0.000007 0.000008
37 0.000007 0.000008
38 0.000009 0.000008
39 0.000011 0.000007
40 0.000009 0.000007
41 0.000007 0.000007
42 0.000011 0.000007
43 0.000004 0.000007
44 0.000005 0.000007
45 0.000007 0.000007
46 0.000007 0.000007
47 0.000000 0.000007
48 0.000004 0.000007
49 0.000005 0.000007
50 0.000002 0.000003
