"","generation","DFE","selfing","value","sd","replicate","selfing_class","intergenic"
"74","f0","DFE2","0_grapes",0.114772530752523,0.0121221524503172,NA,"0% Selfing",500
"75","f0","DFE3","0_grapes",0.10302392891439,0.0084043732675206,NA,"0% Selfing",500
"76","f0","DFE1","50_grapes",0.234456729077261,0.0501816438954608,NA,"50% Selfing",500
"77","f0","DFE2","50_grapes",0.121309863596737,0.00971857461290055,NA,"50% Selfing",500
"78","f0","DFE3","50_grapes",0.105167045981045,0.00559746270167691,NA,"50% Selfing",500
"79","f0","DFE1","99_grapes",0.607898398302159,0.0720271994577716,NA,"99% Selfing",500
"80","f0","DFE2","99_grapes",0.477547826711451,0.140461716411571,NA,"99% Selfing",500
"81","f0","DFE3","99_grapes",0.268122991571497,0.0503986374874356,NA,"99% Selfing",500
"82","f1","DFE1","0_grapes",0.685817925097329,0.0909169155119839,NA,"0% Selfing",500
"83","f1","DFE2","0_grapes",0.246054270966661,0.00896687772235714,NA,"0% Selfing",500
"84","f1","DFE3","0_grapes",0.105247538382967,0.00346686907846913,NA,"0% Selfing",500
"85","f1","DFE1","50_grapes",0.623005570051326,0.100562464706235,NA,"50% Selfing",500
"86","f1","DFE2","50_grapes",0.246048001460599,0.0117970972360775,NA,"50% Selfing",500
"87","f1","DFE3","50_grapes",0.110017263946358,0.00247350554663611,NA,"50% Selfing",500
"88","f1","DFE1","99_grapes",0.353379878787771,0.0603343757998394,NA,"99% Selfing",500
"89","f1","DFE2","99_grapes",0.315257174704331,0.0451146830347265,NA,"99% Selfing",500
"90","f1","DFE3","99_grapes",0.135874501264431,0.013827418206473,NA,"99% Selfing",500
"91","f2","DFE1","0_grapes",0.115360893957945,0.0548815732957383,NA,"0% Selfing",500
"92","f2","DFE2","0_grapes",0.508660167359251,0.0220487414589835,NA,"0% Selfing",500
"93","f2","DFE3","0_grapes",0.209769136395084,0.00772163218070934,NA,"0% Selfing",500
"94","f2","DFE1","50_grapes",0.142534938669963,0.0505989438548201,NA,"50% Selfing",500
"95","f2","DFE2","50_grapes",0.498364557809197,0.0219095314432081,NA,"50% Selfing",500
"96","f2","DFE3","50_grapes",0.221205306932968,0.0114305443338422,NA,"50% Selfing",500
"97","f2","DFE1","99_grapes",0.0387213935198804,0.0302509956148781,NA,"99% Selfing",500
"98","f2","DFE2","99_grapes",0.203070895163178,0.0965924957589035,NA,"99% Selfing",500
"99","f2","DFE3","99_grapes",0.204920456298058,0.0378446347625855,NA,"99% Selfing",500
"100","f3","DFE1","0_grapes",5.32187909502158e-07,1.11383719465182e-06,NA,"0% Selfing",500
"101","f3","DFE2","0_grapes",0.130513030921564,0.0199723568774496,NA,"0% Selfing",500
"102","f3","DFE3","0_grapes",0.581959396307559,0.0135357404751666,NA,"0% Selfing",500
"103","f3","DFE1","50_grapes",2.76220145002393e-06,4.21387335871615e-06,NA,"50% Selfing",500
"104","f3","DFE2","50_grapes",0.134277577133467,0.0259055398684631,NA,"50% Selfing",500
"105","f3","DFE3","50_grapes",0.563610383139629,0.00953609647455396,NA,"50% Selfing",500
"106","f3","DFE1","99_grapes",3.29390190190182e-07,7.26019723039533e-07,NA,"99% Selfing",500
"107","f3","DFE2","99_grapes",0.00412410342104088,0.00484672217076821,NA,"99% Selfing",500
"108","f3","DFE3","99_grapes",0.391082050866014,0.0379460722735463,NA,"99% Selfing",500
