Alleles Observed-SFS Expected
0 0.976160 0.976160
1 0.004763 0.004645
2 0.002437 0.002517
3 0.001573 0.001621
4 0.001099 0.001200
5 0.001045 0.000961
6 0.000949 0.000806
7 0.000629 0.000697
8 0.000661 0.000616
9 0.000576 0.000554
10 0.000533 0.000504
11 0.000512 0.000463
12 0.000421 0.000429
13 0.000437 0.000401
14 0.000368 0.000377
15 0.000299 0.000356
16 0.000363 0.000337
17 0.000299 0.000321
18 0.000400 0.000307
19 0.000256 0.000295
20 0.000219 0.000283
21 0.000251 0.000273
22 0.000245 0.000264
23 0.000251 0.000256
24 0.000240 0.000249
25 0.000144 0.000242
26 0.000251 0.000236
27 0.000277 0.000230
28 0.000203 0.000225
29 0.000213 0.000220
30 0.000187 0.000216
31 0.000149 0.000212
32 0.000176 0.000208
33 0.000208 0.000205
34 0.000197 0.000202
35 0.000197 0.000199
36 0.000197 0.000197
37 0.000261 0.000195
38 0.000261 0.000192
39 0.000176 0.000191
40 0.000144 0.000189
41 0.000171 0.000187
42 0.000176 0.000186
43 0.000213 0.000185
44 0.000229 0.000184
45 0.000144 0.000183
46 0.000171 0.000183
47 0.000213 0.000182
48 0.000224 0.000182
49 0.000165 0.000181
50 0.000064 0.000091
