"","generation","DFE","selfing","value","sd","replicate","selfing_class","Nem"
"1","f0","DFE1","Simulated DFE",0.204291490497034,0,1,"0% Selfing","Nem01"
"2","f0","DFE1","Simulated DFE",0.204291490497034,0,2,"50% Selfing","Nem01"
"3","f0","DFE1","Simulated DFE",0.204291490497034,0,6,"99% Selfing","Nem01"
"4","f0","DFE2","Simulated DFE",0.112462916018285,0,1,"0% Selfing","Nem01"
"5","f0","DFE2","Simulated DFE",0.112462916018285,0,2,"50% Selfing","Nem01"
"6","f0","DFE2","Simulated DFE",0.112462916018285,0,6,"99% Selfing","Nem01"
"7","f0","DFE3","Simulated DFE",0.0977430831943102,0,1,"0% Selfing","Nem01"
"8","f0","DFE3","Simulated DFE",0.0977430831943102,0,2,"50% Selfing","Nem01"
"9","f0","DFE3","Simulated DFE",0.0977430831943102,0,6,"99% Selfing","Nem01"
"10","f1","DFE1","Simulated DFE",0.655391553835657,0,1,"0% Selfing","Nem01"
"11","f1","DFE1","Simulated DFE",0.655391553835657,0,2,"50% Selfing","Nem01"
"12","f1","DFE1","Simulated DFE",0.655391553835657,0,6,"99% Selfing","Nem01"
"13","f1","DFE2","Simulated DFE",0.232816237963138,0,1,"0% Selfing","Nem01"
"14","f1","DFE2","Simulated DFE",0.232816237963138,0,2,"50% Selfing","Nem01"
"15","f1","DFE2","Simulated DFE",0.232816237963138,0,6,"99% Selfing","Nem01"
"16","f1","DFE3","Simulated DFE",0.0971585977061945,0,1,"0% Selfing","Nem01"
"17","f1","DFE3","Simulated DFE",0.0971585977061945,0,2,"50% Selfing","Nem01"
"18","f1","DFE3","Simulated DFE",0.0971585977061945,0,6,"99% Selfing","Nem01"
"19","f2","DFE1","Simulated DFE",0.140316945048907,0,1,"0% Selfing","Nem01"
"20","f2","DFE1","Simulated DFE",0.140316945048907,0,2,"50% Selfing","Nem01"
"21","f2","DFE1","Simulated DFE",0.140316945048907,0,6,"99% Selfing","Nem01"
"22","f2","DFE2","Simulated DFE",0.497421638968293,0,1,"0% Selfing","Nem01"
"23","f2","DFE2","Simulated DFE",0.497421638968293,0,2,"50% Selfing","Nem01"
"24","f2","DFE2","Simulated DFE",0.497421638968293,0,6,"99% Selfing","Nem01"
"25","f2","DFE3","Simulated DFE",0.191576054325077,0,1,"0% Selfing","Nem01"
"26","f2","DFE3","Simulated DFE",0.191576054325077,0,2,"50% Selfing","Nem01"
"27","f2","DFE3","Simulated DFE",0.191576054325077,0,6,"99% Selfing","Nem01"
"28","f3","DFE1","Simulated DFE",1.06184019910138e-08,0,1,"0% Selfing","Nem01"
"29","f3","DFE1","Simulated DFE",1.06184019910138e-08,0,2,"50% Selfing","Nem01"
"30","f3","DFE1","Simulated DFE",1.06184019910138e-08,0,6,"99% Selfing","Nem01"
"31","f3","DFE2","Simulated DFE",0.157299207050284,0,1,"0% Selfing","Nem01"
"32","f3","DFE2","Simulated DFE",0.157299207050284,0,2,"50% Selfing","Nem01"
"33","f3","DFE2","Simulated DFE",0.157299207050284,0,6,"99% Selfing","Nem01"
"34","f3","DFE3","Simulated DFE",0.613522264774418,0,1,"0% Selfing","Nem01"
"35","f3","DFE3","Simulated DFE",0.613522264774418,0,2,"50% Selfing","Nem01"
"36","f3","DFE3","Simulated DFE",0.613522264774418,0,6,"99% Selfing","Nem01"
"37","f0","DFE1","DFE-alpha",0.133440785066838,0.192327170624996,NA,"0% Selfing","Nem01"
"38","f0","DFE2","DFE-alpha",0.215827407270532,0.00905890253801919,NA,"0% Selfing","Nem01"
"39","f0","DFE3","DFE-alpha",0.134719240643967,0.00540616804463251,NA,"0% Selfing","Nem01"
"40","f0","DFE1","DFE-alpha",0.0795126499881116,0.155600526946887,NA,"50% Selfing","Nem01"
"41","f0","DFE2","DFE-alpha",0.228546170591752,0.00556414835913887,NA,"50% Selfing","Nem01"
"42","f0","DFE3","DFE-alpha",0.143821151651709,0.00726430565982135,NA,"50% Selfing","Nem01"
"43","f0","DFE1","DFE-alpha",0.895264197732584,0.145546215370268,NA,"99% Selfing","Nem01"
"44","f0","DFE2","DFE-alpha",0.536534418851534,0.0214402010190787,NA,"99% Selfing","Nem01"
"45","f0","DFE3","DFE-alpha",0.291455665738143,0.0116165718116783,NA,"99% Selfing","Nem01"
"46","f1","DFE1","DFE-alpha",0.865374791649985,0.194620849990092,NA,"0% Selfing","Nem01"
"47","f1","DFE2","DFE-alpha",0.245319290523162,0.0186520244580882,NA,"0% Selfing","Nem01"
"48","f1","DFE3","DFE-alpha",0.112549919428135,0.0052538180539978,NA,"0% Selfing","Nem01"
"49","f1","DFE1","DFE-alpha",0.920487117447923,0.15560104669421,NA,"50% Selfing","Nem01"
"50","f1","DFE2","DFE-alpha",0.235067251855744,0.0151435581480029,NA,"50% Selfing","Nem01"
"51","f1","DFE3","DFE-alpha",0.10900157563454,0.0045419841421404,NA,"50% Selfing","Nem01"
"52","f1","DFE1","DFE-alpha",0.104679292764047,0.145469418014738,NA,"99% Selfing","Nem01"
"53","f1","DFE2","DFE-alpha",0.250277256528347,0.122037681744957,NA,"99% Selfing","Nem01"
"54","f1","DFE3","DFE-alpha",0.130747797873495,0.0227392080028321,NA,"99% Selfing","Nem01"
"55","f2","DFE1","DFE-alpha",0.00118442328317706,0.00264845097531742,NA,"0% Selfing","Nem01"
"56","f2","DFE2","DFE-alpha",0.398544097787876,0.0239243962697662,NA,"0% Selfing","Nem01"
"57","f2","DFE3","DFE-alpha",0.204260928971948,0.0156645344851263,NA,"0% Selfing","Nem01"
"58","f2","DFE1","DFE-alpha",2.32563965164682e-07,5.20028835190697e-07,NA,"50% Selfing","Nem01"
"59","f2","DFE2","DFE-alpha",0.379449756284139,0.0197117332369636,NA,"50% Selfing","Nem01"
"60","f2","DFE3","DFE-alpha",0.190117493537598,0.0122269250421064,NA,"50% Selfing","Nem01"
"61","f2","DFE1","DFE-alpha",5.65095033683294e-05,7.74464634288686e-05,NA,"99% Selfing","Nem01"
"62","f2","DFE2","DFE-alpha",0.164562561521679,0.0718681878616089,NA,"99% Selfing","Nem01"
"63","f2","DFE3","DFE-alpha",0.187781069858773,0.0394560949545653,NA,"99% Selfing","Nem01"
"64","f3","DFE1","DFE-alpha",-1.0549287138284e-17,3.03163362165412e-17,NA,"0% Selfing","Nem01"
"65","f3","DFE2","DFE-alpha",0.140309204418431,0.0344158566076698,NA,"0% Selfing","Nem01"
"66","f3","DFE3","DFE-alpha",0.548469910955949,0.0177124565553315,NA,"0% Selfing","Nem01"
"67","f3","DFE1","DFE-alpha",1.23165366794353e-17,2.2637975199635e-17,NA,"50% Selfing","Nem01"
"68","f3","DFE2","DFE-alpha",0.156936821268364,0.029480034600323,NA,"50% Selfing","Nem01"
"69","f3","DFE3","DFE-alpha",0.557059779176154,0.0153977986167745,NA,"50% Selfing","Nem01"
"70","f3","DFE1","DFE-alpha",0,0,NA,"99% Selfing","Nem01"
"71","f3","DFE2","DFE-alpha",0.0486257630984406,0.0624676999408077,NA,"99% Selfing","Nem01"
"72","f3","DFE3","DFE-alpha",0.390015466529589,0.061473658665659,NA,"99% Selfing","Nem01"
"73","f0","DFE1","Adjusted DFE",0.212558886425217,0.0040263242226432,NA,"0% Selfing","Nem01"
"74","f0","DFE2","Adjusted DFE",0.116578875499194,0.000617710451989259,NA,"0% Selfing","Nem01"
"75","f0","DFE3","Adjusted DFE",0.0999994047867648,0.000352123321998133,NA,"0% Selfing","Nem01"
"76","f0","DFE1","Adjusted DFE",0.188584229760102,0.00173856459642222,NA,"50% Selfing","Nem01"
"77","f0","DFE2","Adjusted DFE",0.109193203872764,0.000739977382493991,NA,"50% Selfing","Nem01"
"78","f0","DFE3","Adjusted DFE",0.0962677285626006,0.000297122163797429,NA,"50% Selfing","Nem01"
"79","f0","DFE1","Adjusted DFE",0.344835156270309,0.0643073247991592,NA,"99% Selfing","Nem01"
"80","f0","DFE2","Adjusted DFE",0.249555916941336,0.0210817762619096,NA,"99% Selfing","Nem01"
"81","f0","DFE3","Adjusted DFE",0.155713700244219,0.0170033409374453,NA,"99% Selfing","Nem01"
"82","f1","DFE1","Adjusted DFE",0.659517447399655,0.00188058730421384,NA,"0% Selfing","Nem01"
"83","f1","DFE2","Adjusted DFE",0.240555248221632,0.00115551910100987,NA,"0% Selfing","Nem01"
"84","f1","DFE3","Adjusted DFE",0.0993916061809452,0.000348413304999173,NA,"0% Selfing","Nem01"
"85","f1","DFE1","Adjusted DFE",0.644424871340122,0.00143013000504985,NA,"50% Selfing","Nem01"
"86","f1","DFE2","Adjusted DFE",0.226610458561006,0.00140926245789054,NA,"50% Selfing","Nem01"
"87","f1","DFE3","Adjusted DFE",0.0956979667886179,0.000294198165985246,NA,"50% Selfing","Nem01"
"88","f1","DFE1","Adjusted DFE",0.624072757092101,0.0417486673124755,NA,"99% Selfing","Nem01"
"89","f1","DFE2","Adjusted DFE",0.434572053669145,0.0201423418457651,NA,"99% Selfing","Nem01"
"90","f1","DFE3","Adjusted DFE",0.153999197288096,0.0164364165662266,NA,"99% Selfing","Nem01"
"91","f2","DFE1","Adjusted DFE",0.127923661498381,0.00590558174192108,NA,"0% Selfing","Nem01"
"92","f2","DFE2","Adjusted DFE",0.500299789596569,0.000357828584753813,NA,"0% Selfing","Nem01"
"93","f2","DFE3","Adjusted DFE",0.195796099723595,0.000657124629034628,NA,"0% Selfing","Nem01"
"94","f2","DFE1","Adjusted DFE",0.166990841184181,0.0031686604525717,NA,"50% Selfing","Nem01"
"95","f2","DFE2","Adjusted DFE",0.494377554589803,0.000754672372163731,NA,"50% Selfing","Nem01"
"96","f2","DFE3","Adjusted DFE",0.188806078221992,0.000558686534660319,NA,"50% Selfing","Nem01"
"97","f2","DFE1","Adjusted DFE",0.0310920866370287,0.0233080145037954,NA,"99% Selfing","Nem01"
"98","f2","DFE2","Adjusted DFE",0.313959419374851,0.039963058725795,NA,"99% Selfing","Nem01"
"99","f2","DFE3","Adjusted DFE",0.289644236887298,0.0243758324112385,NA,"99% Selfing","Nem01"
"100","f3","DFE1","Adjusted DFE",4.6767480277321e-09,2.27510584575735e-09,NA,"0% Selfing","Nem01"
"101","f3","DFE2","Adjusted DFE",0.142566086682605,0.00213098175578796,NA,"0% Selfing","Nem01"
"102","f3","DFE3","Adjusted DFE",0.604812889308695,0.00135766125150646,NA,"0% Selfing","Nem01"
"103","f3","DFE1","Adjusted DFE",5.77155951697605e-08,1.0237678534485e-08,NA,"50% Selfing","Nem01"
"104","f3","DFE2","Adjusted DFE",0.169818782976428,0.00290382236351096,NA,"50% Selfing","Nem01"
"105","f3","DFE3","Adjusted DFE",0.61922822642679,0.00115000686057967,NA,"50% Selfing","Nem01"
"106","f3","DFE1","Adjusted DFE",5.61495294704173e-13,8.55165637919299e-13,NA,"99% Selfing","Nem01"
"107","f3","DFE2","Adjusted DFE",0.00191261001466841,0.0012891776719641,NA,"99% Selfing","Nem01"
"108","f3","DFE3","Adjusted DFE",0.400642865580386,0.0578007887542142,NA,"99% Selfing","Nem01"
"109","f0","DFE1","GRAPES",0.45202943232232,0.0953552780865934,NA,"0% Selfing","Nem01"
"110","f0","DFE2","GRAPES",0.193555659105172,0.0153621121260438,NA,"0% Selfing","Nem01"
"111","f0","DFE3","GRAPES",0.142321983189311,0.00911935103825197,NA,"0% Selfing","Nem01"
"112","f0","DFE1","GRAPES",0.488104598202593,0.0349604107609423,NA,"50% Selfing","Nem01"
"113","f0","DFE2","GRAPES",0.199608124552965,0.0105870641229757,NA,"50% Selfing","Nem01"
"114","f0","DFE3","GRAPES",0.143323186559068,0.00838588173362658,NA,"50% Selfing","Nem01"
"115","f0","DFE1","GRAPES",0.700473172445682,0.026701091943783,NA,"99% Selfing","Nem01"
"116","f0","DFE2","GRAPES",0.590535453027135,0.126116378011565,NA,"99% Selfing","Nem01"
"117","f0","DFE3","GRAPES",0.389824940550736,0.169785822168116,NA,"99% Selfing","Nem01"
"118","f1","DFE1","GRAPES",0.514465651311141,0.117867498855973,NA,"0% Selfing","Nem01"
"119","f1","DFE2","GRAPES",0.336568684353052,0.0311923579351713,NA,"0% Selfing","Nem01"
"120","f1","DFE3","GRAPES",0.136281768739249,0.00884660033532547,NA,"0% Selfing","Nem01"
"121","f1","DFE1","GRAPES",0.488164352512446,0.042519055375589,NA,"50% Selfing","Nem01"
"122","f1","DFE2","GRAPES",0.341003813483146,0.0140555123245571,NA,"50% Selfing","Nem01"
"123","f1","DFE3","GRAPES",0.142174230277196,0.00679374291719579,NA,"50% Selfing","Nem01"
"124","f1","DFE1","GRAPES",0.295888666559705,0.0294001209918298,NA,"99% Selfing","Nem01"
"125","f1","DFE2","GRAPES",0.29253933127231,0.0530037376762272,NA,"99% Selfing","Nem01"
"126","f1","DFE3","GRAPES",0.166027680323582,0.0381738564276895,NA,"99% Selfing","Nem01"
"127","f2","DFE1","GRAPES",0.0335048900312297,0.0256165736855279,NA,"0% Selfing","Nem01"
"128","f2","DFE2","GRAPES",0.437351456997255,0.00496343826267416,NA,"0% Selfing","Nem01"
"129","f2","DFE3","GRAPES",0.25885357269,0.0285368429412877,NA,"0% Selfing","Nem01"
"130","f2","DFE1","GRAPES",0.0237310492546711,0.0133229501327808,NA,"50% Selfing","Nem01"
"131","f2","DFE2","GRAPES",0.432634039491288,0.00575897555175395,NA,"50% Selfing","Nem01"
"132","f2","DFE3","GRAPES",0.272391920791179,0.0200722964453609,NA,"50% Selfing","Nem01"
"133","f2","DFE1","GRAPES",0.00363816099461085,0.00272626260394877,NA,"99% Selfing","Nem01"
"134","f2","DFE2","GRAPES",0.115765808879581,0.0827042154554652,NA,"99% Selfing","Nem01"
"135","f2","DFE3","GRAPES",0.235632587776124,0.0865361349144108,NA,"99% Selfing","Nem01"
"136","f3","DFE1","GRAPES",2.6335310121528e-08,5.82856836840126e-08,NA,"0% Selfing","Nem01"
"137","f3","DFE2","GRAPES",0.0325241995445209,0.0170517773672053,NA,"0% Selfing","Nem01"
"138","f3","DFE3","GRAPES",0.46254267538144,0.0302879337472001,NA,"0% Selfing","Nem01"
"139","f3","DFE1","GRAPES",3.02901259630062e-11,4.41720879020382e-11,NA,"50% Selfing","Nem01"
"140","f3","DFE2","GRAPES",0.0267540224726013,0.00727266646590841,NA,"50% Selfing","Nem01"
"141","f3","DFE3","GRAPES",0.442110662372557,0.0235134788057957,NA,"50% Selfing","Nem01"
"142","f3","DFE1","GRAPES",1.59872115546023e-15,3.10227385053227e-15,NA,"99% Selfing","Nem01"
"143","f3","DFE2","GRAPES",0.00115940682097329,0.00163290568420959,NA,"99% Selfing","Nem01"
"144","f3","DFE3","GRAPES",0.208514791349558,0.0900380493251161,NA,"99% Selfing","Nem01"
