Alleles Observed-SFS Expected
0 0.992048 0.992048
1 0.002347 0.002295
2 0.001157 0.001093
3 0.000539 0.000648
4 0.000389 0.000438
5 0.000379 0.000322
6 0.000213 0.000250
7 0.000181 0.000203
8 0.000187 0.000170
9 0.000171 0.000146
10 0.000139 0.000129
11 0.000123 0.000115
12 0.000171 0.000105
13 0.000107 0.000096
14 0.000059 0.000089
15 0.000107 0.000084
16 0.000075 0.000079
17 0.000117 0.000075
18 0.000059 0.000071
19 0.000059 0.000068
20 0.000075 0.000065
21 0.000091 0.000063
22 0.000032 0.000061
23 0.000043 0.000059
24 0.000059 0.000057
25 0.000037 0.000056
26 0.000059 0.000054
27 0.000032 0.000053
28 0.000069 0.000052
29 0.000032 0.000051
30 0.000037 0.000050
31 0.000080 0.000049
32 0.000016 0.000048
33 0.000048 0.000047
34 0.000016 0.000046
35 0.000069 0.000046
36 0.000053 0.000045
37 0.000064 0.000045
38 0.000053 0.000044
39 0.000032 0.000044
40 0.000027 0.000043
41 0.000027 0.000043
42 0.000016 0.000043
43 0.000053 0.000042
44 0.000016 0.000042
45 0.000069 0.000042
46 0.000037 0.000042
47 0.000048 0.000042
48 0.000043 0.000042
49 0.000037 0.000042
50 0.000005 0.000021
