Alleles Observed-SFS Expected
0 0.997772 0.998058
1 0.001479 0.001001
2 0.000240 0.000326
3 0.000123 0.000145
4 0.000048 0.000078
5 0.000048 0.000048
6 0.000036 0.000033
7 0.000021 0.000025
8 0.000009 0.000020
9 0.000007 0.000017
10 0.000011 0.000015
11 0.000011 0.000013
12 0.000005 0.000012
13 0.000005 0.000011
14 0.000002 0.000010
15 0.000005 0.000009
16 0.000004 0.000009
17 0.000007 0.000008
18 0.000004 0.000008
19 0.000000 0.000007
20 0.000000 0.000007
21 0.000004 0.000007
22 0.000002 0.000006
23 0.000002 0.000006
24 0.000004 0.000006
25 0.000004 0.000006
26 0.000000 0.000006
27 0.000005 0.000005
28 0.000007 0.000005
29 0.000004 0.000005
30 0.000004 0.000005
31 0.000004 0.000005
32 0.000009 0.000005
33 0.000005 0.000005
34 0.000012 0.000004
35 0.000011 0.000004
36 0.000002 0.000004
37 0.000005 0.000004
38 0.000005 0.000004
39 0.000002 0.000004
40 0.000005 0.000004
41 0.000009 0.000004
42 0.000011 0.000004
43 0.000004 0.000004
44 0.000007 0.000004
45 0.000011 0.000004
46 0.000009 0.000004
47 0.000005 0.000004
48 0.000011 0.000004
49 0.000002 0.000004
50 0.000002 0.000002
