Alleles Observed-SFS Expected
0 0.991589 0.991750
1 0.003216 0.002911
2 0.001328 0.001341
3 0.000745 0.000795
4 0.000498 0.000534
5 0.000356 0.000384
6 0.000270 0.000290
7 0.000185 0.000227
8 0.000176 0.000182
9 0.000119 0.000149
10 0.000151 0.000124
11 0.000076 0.000105
12 0.000091 0.000090
13 0.000094 0.000078
14 0.000080 0.000069
15 0.000082 0.000061
16 0.000064 0.000055
17 0.000060 0.000050
18 0.000064 0.000045
19 0.000041 0.000042
20 0.000036 0.000039
21 0.000041 0.000036
22 0.000044 0.000034
23 0.000032 0.000032
24 0.000032 0.000030
25 0.000028 0.000029
26 0.000021 0.000028
27 0.000023 0.000026
28 0.000027 0.000025
29 0.000011 0.000025
30 0.000018 0.000024
31 0.000025 0.000023
32 0.000030 0.000023
33 0.000032 0.000022
34 0.000020 0.000022
35 0.000020 0.000021
36 0.000018 0.000021
37 0.000011 0.000020
38 0.000028 0.000020
39 0.000014 0.000020
40 0.000021 0.000020
41 0.000016 0.000019
42 0.000014 0.000019
43 0.000018 0.000019
44 0.000016 0.000019
45 0.000027 0.000019
46 0.000027 0.000019
47 0.000018 0.000019
48 0.000018 0.000019
49 0.000023 0.000019
50 0.000007 0.000009
