Alleles Observed-SFS Expected
0 0.993973 0.994067
1 0.002709 0.002460
2 0.000981 0.001021
3 0.000484 0.000559
4 0.000324 0.000353
5 0.000201 0.000242
6 0.000169 0.000176
7 0.000121 0.000133
8 0.000089 0.000104
9 0.000085 0.000083
10 0.000082 0.000068
11 0.000048 0.000057
12 0.000052 0.000049
13 0.000046 0.000042
14 0.000030 0.000037
15 0.000030 0.000033
16 0.000036 0.000030
17 0.000037 0.000027
18 0.000020 0.000025
19 0.000032 0.000023
20 0.000028 0.000021
21 0.000027 0.000020
22 0.000025 0.000019
23 0.000023 0.000018
24 0.000016 0.000017
25 0.000007 0.000016
26 0.000025 0.000016
27 0.000014 0.000015
28 0.000020 0.000015
29 0.000012 0.000014
30 0.000016 0.000014
31 0.000005 0.000013
32 0.000011 0.000013
33 0.000012 0.000013
34 0.000014 0.000013
35 0.000009 0.000012
36 0.000012 0.000012
37 0.000012 0.000012
38 0.000012 0.000012
39 0.000014 0.000012
40 0.000009 0.000011
41 0.000009 0.000011
42 0.000020 0.000011
43 0.000005 0.000011
44 0.000012 0.000011
45 0.000012 0.000011
46 0.000011 0.000011
47 0.000018 0.000011
48 0.000012 0.000011
49 0.000016 0.000011
50 0.000011 0.000005
