Alleles Observed-SFS Expected
0 0.994740 0.994822
1 0.002414 0.002180
2 0.000823 0.000895
3 0.000427 0.000482
4 0.000242 0.000301
5 0.000181 0.000205
6 0.000140 0.000148
7 0.000110 0.000112
8 0.000105 0.000087
9 0.000078 0.000070
10 0.000060 0.000058
11 0.000052 0.000049
12 0.000041 0.000042
13 0.000048 0.000036
14 0.000036 0.000032
15 0.000032 0.000028
16 0.000032 0.000026
17 0.000039 0.000023
18 0.000021 0.000022
19 0.000027 0.000020
20 0.000021 0.000019
21 0.000028 0.000018
22 0.000016 0.000017
23 0.000020 0.000016
24 0.000007 0.000015
25 0.000014 0.000014
26 0.000018 0.000014
27 0.000016 0.000013
28 0.000009 0.000013
29 0.000002 0.000012
30 0.000018 0.000012
31 0.000009 0.000012
32 0.000014 0.000012
33 0.000011 0.000011
34 0.000009 0.000011
35 0.000012 0.000011
36 0.000005 0.000011
37 0.000016 0.000010
38 0.000009 0.000010
39 0.000005 0.000010
40 0.000011 0.000010
41 0.000004 0.000010
42 0.000005 0.000010
43 0.000014 0.000010
44 0.000012 0.000010
45 0.000009 0.000010
46 0.000004 0.000010
47 0.000005 0.000010
48 0.000014 0.000009
49 0.000009 0.000009
50 0.000005 0.000005
