dataset,pn,Lpn,ps,Lps,dn,Ldn,ds,Lds,model,#param,lnL,alpha,alpha_down,alpha_up,omegaA,omegaA_down,omegaA_up,prop_subst_sdel,prop_subst_wdel,prop_subst_wadv,prop_subst_sadv,Neutral:f0,Neutral:syno_orientation_error,GammaZero:negGmean,GammaZero:negGshape,GammaZero:syno_orientation_error,GammaExpo:negGmean,GammaExpo:negGshape,GammaExpo:posGmean,GammaExpo:pos_prop,GammaExpo:syno_orientation_error,GammaGamma:negGmean,GammaGamma:negGshape,GammaGamma:posGmean,GammaGamma:posGshape,GammaGamma:pos_prop,GammaGamma:syno_orientation_error,DisplGamma:negGmean,DisplGamma:negGshape,DisplGamma:s0,DisplGamma:syno_orientation_error,ScaledBeta:Ba,ScaledBeta:Bb,ScaledBeta:med_prop,ScaledBeta:syno_orientation_error,FGMBesselK:BKm,FGMBesselK:BKnsz2,FGMBesselK:BKsigma,FGMBesselK:BKscale,FGMBesselK:syno_orientation_error,theta,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,obs_specS1,obs_specS2,obs_specS3,obs_specS4,obs_specS5,obs_specS6,obs_specS7,obs_specS8,obs_specS9,obs_specS10,obs_specS11,obs_specS12,obs_specS13,obs_specS14,obs_specS15,obs_specS16,obs_specS17,obs_specS18,obs_specS19,obs_specS20,obs_specS21,obs_specS22,obs_specS23,obs_specS24,obs_specS25,obs_specS26,obs_specS27,obs_specS28,obs_specS29,obs_specS30,obs_specS31,obs_specS32,obs_specS33,obs_specS34,obs_specS35,obs_specS36,obs_specS37,obs_specS38,obs_specS39,obs_specS40,obs_specS41,obs_specS42,obs_specS43,obs_specS44,obs_specS45,obs_specS46,obs_specS47,obs_specS48,obs_specS49,obs_specS50,obs_specS51,obs_specS52,obs_specS53,obs_specS54,obs_specS55,obs_specS56,obs_specS57,obs_specS58,obs_specS59,obs_specS60,obs_specS61,obs_specS62,obs_specS63,obs_specS64,obs_specS65,obs_specS66,obs_specS67,obs_specS68,obs_specS69,obs_specS70,obs_specS71,obs_specS72,obs_specS73,obs_specS74,obs_specS75,obs_specS76,obs_specS77,obs_specS78,obs_specS79,obs_specS80,obs_specS81,obs_specS82,obs_specS83,obs_specS84,obs_specS85,obs_specS86,obs_specS87,obs_specS88,obs_specS89,obs_specS90,obs_specS91,obs_specS92,obs_specS93,obs_specS94,obs_specS95,obs_specS96,obs_specS97,obs_specS98,obs_specS99,exp_specS1,exp_specS2,exp_specS3,exp_specS4,exp_specS5,exp_specS6,exp_specS7,exp_specS8,exp_specS9,exp_specS10,exp_specS11,exp_specS12,exp_specS13,exp_specS14,exp_specS15,exp_specS16,exp_specS17,exp_specS18,exp_specS19,exp_specS20,exp_specS21,exp_specS22,exp_specS23,exp_specS24,exp_specS25,exp_specS26,exp_specS27,exp_specS28,exp_specS29,exp_specS30,exp_specS31,exp_specS32,exp_specS33,exp_specS34,exp_specS35,exp_specS36,exp_specS37,exp_specS38,exp_specS39,exp_specS40,exp_specS41,exp_specS42,exp_specS43,exp_specS44,exp_specS45,exp_specS46,exp_specS47,exp_specS48,exp_specS49,exp_specS50,exp_specS51,exp_specS52,exp_specS53,exp_specS54,exp_specS55,exp_specS56,exp_specS57,exp_specS58,exp_specS59,exp_specS60,exp_specS61,exp_specS62,exp_specS63,exp_specS64,exp_specS65,exp_specS66,exp_specS67,exp_specS68,exp_specS69,exp_specS70,exp_specS71,exp_specS72,exp_specS73,exp_specS74,exp_specS75,exp_specS76,exp_specS77,exp_specS78,exp_specS79,exp_specS80,exp_specS81,exp_specS82,exp_specS83,exp_specS84,exp_specS85,exp_specS86,exp_specS87,exp_specS88,exp_specS89,exp_specS90,exp_specS91,exp_specS92,exp_specS93,exp_specS94,exp_specS95,exp_specS96,exp_specS97,exp_specS98,exp_specS99,obs_specN1,obs_specN2,obs_specN3,obs_specN4,obs_specN5,obs_specN6,obs_specN7,obs_specN8,obs_specN9,obs_specN10,obs_specN11,obs_specN12,obs_specN13,obs_specN14,obs_specN15,obs_specN16,obs_specN17,obs_specN18,obs_specN19,obs_specN20,obs_specN21,obs_specN22,obs_specN23,obs_specN24,obs_specN25,obs_specN26,obs_specN27,obs_specN28,obs_specN29,obs_specN30,obs_specN31,obs_specN32,obs_specN33,obs_specN34,obs_specN35,obs_specN36,obs_specN37,obs_specN38,obs_specN39,obs_specN40,obs_specN41,obs_specN42,obs_specN43,obs_specN44,obs_specN45,obs_specN46,obs_specN47,obs_specN48,obs_specN49,obs_specN50,obs_specN51,obs_specN52,obs_specN53,obs_specN54,obs_specN55,obs_specN56,obs_specN57,obs_specN58,obs_specN59,obs_specN60,obs_specN61,obs_specN62,obs_specN63,obs_specN64,obs_specN65,obs_specN66,obs_specN67,obs_specN68,obs_specN69,obs_specN70,obs_specN71,obs_specN72,obs_specN73,obs_specN74,obs_specN75,obs_specN76,obs_specN77,obs_specN78,obs_specN79,obs_specN80,obs_specN81,obs_specN82,obs_specN83,obs_specN84,obs_specN85,obs_specN86,obs_specN87,obs_specN88,obs_specN89,obs_specN90,obs_specN91,obs_specN92,obs_specN93,obs_specN94,obs_specN95,obs_specN96,obs_specN97,obs_specN98,obs_specN99,exp_specN1,exp_specN2,exp_specN3,exp_specN4,exp_specN5,exp_specN6,exp_specN7,exp_specN8,exp_specN9,exp_specN10,exp_specN11,exp_specN12,exp_specN13,exp_specN14,exp_specN15,exp_specN16,exp_specN17,exp_specN18,exp_specN19,exp_specN20,exp_specN21,exp_specN22,exp_specN23,exp_specN24,exp_specN25,exp_specN26,exp_specN27,exp_specN28,exp_specN29,exp_specN30,exp_specN31,exp_specN32,exp_specN33,exp_specN34,exp_specN35,exp_specN36,exp_specN37,exp_specN38,exp_specN39,exp_specN40,exp_specN41,exp_specN42,exp_specN43,exp_specN44,exp_specN45,exp_specN46,exp_specN47,exp_specN48,exp_specN49,exp_specN50,exp_specN51,exp_specN52,exp_specN53,exp_specN54,exp_specN55,exp_specN56,exp_specN57,exp_specN58,exp_specN59,exp_specN60,exp_specN61,exp_specN62,exp_specN63,exp_specN64,exp_specN65,exp_specN66,exp_specN67,exp_specN68,exp_specN69,exp_specN70,exp_specN71,exp_specN72,exp_specN73,exp_specN74,exp_specN75,exp_specN76,exp_specN77,exp_specN78,exp_specN79,exp_specN80,exp_specN81,exp_specN82,exp_specN83,exp_specN84,exp_specN85,exp_specN86,exp_specN87,exp_specN88,exp_specN89,exp_specN90,exp_specN91,exp_specN92,exp_specN93,exp_specN94,exp_specN95,exp_specN96,exp_specN97,exp_specN98,exp_specN99,obs_dS,exp_dS,obs_dN,exp_dN
output2.txt,2487.0000,562500.0000,1416.0000,187500.0000,878.0000,562500.0000,1231.0000,187500.0000,Neutral,103,-475.6192,-1.4625,NA, NA,-0.3477,NA,NA,NA,NA,NA,NA,0.212401,0.0090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.0000,169.0000,103.0000,55.0000,54.0000,31.0000,34.0000,33.0000,25.0000,17.0000,15.0000,20.0000,11.0000,17.0000,18.0000,10.0000,18.0000,10.0000,7.0000,8.0000,7.0000,20.0000,8.0000,12.0000,9.0000,6.0000,8.0000,12.0000,12.0000,6.0000,5.0000,4.0000,7.0000,8.0000,5.0000,5.0000,5.0000,2.0000,3.0000,9.0000,10.0000,2.0000,8.0000,2.0000,4.0000,2.0000,3.0000,6.0000,7.0000,2.0000,3.0000,12.0000,1.0000,3.0000,5.0000,5.0000,3.0000,3.0000,4.0000,1.0000,2.0000,5.0000,2.0000,2.0000,2.0000,4.0000,1.0000,5.0000,3.0000,2.0000,2.0000,1.0000,3.0000,3.0000,2.0000,5.0000,4.0000,5.0000,1.0000,2.0000,2.0000,2.0000,2.0000,3.0000,1.0000,2.0000,5.0000,0.0000,4.0000,2.0000,3.0000,5.0000,3.0000,5.0000,5.0000,5.0000,1.0000,4.0000,3.0000,519.5265,192.6457,111.3789,64.2152,46.8009,36.6426,30.1122,23.9447,23.2191,21.7679,15.2375,19.5911,13.0607,14.5119,10.8839,9.0699,9.4327,8.7071,6.8932,8.3444,6.8932,11.2467,7.2560,6.8932,6.5304,5.4420,7.6188,7.2560,6.8932,4.3536,6.5304,3.6280,4.7164,4.7164,2.5396,3.2652,2.5396,2.9024,2.5396,3.9908,4.3536,1.8140,4.7164,2.9024,2.5396,1.0884,2.9024,3.9908,4.3536,1.8140,2.1768,5.0792,1.8140,1.8140,2.1768,2.9024,2.1768,1.8140,1.4512,0.3628,1.4512,3.6280,1.4512,1.4512,1.0884,2.1768,0.7256,2.1768,2.9024,1.8140,1.0884,1.8140,2.1768,2.5396,0.7256,2.5396,2.9024,2.9024,1.4512,0.7256,1.8140,1.0884,1.0884,1.0884,1.0884,1.0884,1.8140,0.3628,1.8140,1.4512,1.4512,3.2652,2.1768,2.5396,2.9024,2.9024,0.7256,1.8140,1.8140,1023.0000,362.0000,204.0000,122.0000,75.0000,70.0000,49.0000,33.0000,39.0000,43.0000,27.0000,34.0000,25.0000,23.0000,12.0000,15.0000,8.0000,14.0000,12.0000,15.0000,12.0000,11.0000,12.0000,7.0000,9.0000,9.0000,13.0000,8.0000,7.0000,6.0000,13.0000,6.0000,6.0000,5.0000,2.0000,4.0000,2.0000,6.0000,4.0000,2.0000,2.0000,3.0000,5.0000,6.0000,3.0000,1.0000,5.0000,5.0000,5.0000,3.0000,3.0000,2.0000,4.0000,2.0000,1.0000,3.0000,3.0000,2.0000,0.0000,0.0000,2.0000,5.0000,2.0000,2.0000,1.0000,2.0000,1.0000,1.0000,5.0000,3.0000,1.0000,4.0000,3.0000,4.0000,0.0000,2.0000,4.0000,3.0000,3.0000,0.0000,3.0000,1.0000,1.0000,0.0000,2.0000,1.0000,0.0000,1.0000,1.0000,2.0000,1.0000,4.0000,3.0000,2.0000,3.0000,3.0000,1.0000,1.0000,2.0000,912.4735,338.3543,195.6211,112.7848,82.1991,64.3574,52.8878,42.0553,40.7809,38.2321,26.7625,34.4089,22.9393,25.4881,19.1161,15.9301,16.5673,15.2929,12.1068,14.6556,12.1068,19.7533,12.7440,12.1068,11.4696,9.5580,13.3812,12.7440,12.1068,7.6464,11.4696,6.3720,8.2836,8.2836,4.4604,5.7348,4.4604,5.0976,4.4604,7.0092,7.6464,3.1860,8.2836,5.0976,4.4604,1.9116,5.0976,7.0092,7.6464,3.1860,3.8232,8.9208,3.1860,3.1860,3.8232,5.0976,3.8232,3.1860,2.5488,0.6372,2.5488,6.3720,2.5488,2.5488,1.9116,3.8232,1.2744,3.8232,5.0976,3.1860,1.9116,3.1860,3.8232,4.4604,1.2744,4.4604,5.0976,5.0976,2.5488,1.2744,3.1860,1.9116,1.9116,1.9116,1.9116,1.9116,3.1860,0.6372,3.1860,2.5488,2.5488,5.7348,3.8232,4.4604,5.0976,5.0976,1.2744,3.1860,3.1860,1231.0000,1231.0000,878.0000,878.0000
output2.txt,2487.0000,562500.0000,1416.0000,187500.0000,878.0000,562500.0000,1231.0000,187500.0000,GammaZero,104,-403.6901,0.1200,0.0000,0.0000,0.0285,0.0000,0.0000,0.0047,0.8753,0.0000,0.1200,NA,NA,24.592450,0.445753,0.003117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002166,0.801761,0.742524,0.602803,0.573753,0.559339,0.553491,0.517014,0.577834,0.615019,0.482819,0.689170,0.505747,0.614096,0.500177,0.450195,0.503283,0.497266,0.419787,0.540044,0.472666,0.814815,0.554026,0.553422,0.550123,0.480085,0.702597,0.698319,0.691262,0.454266,0.708039,0.408220,0.550093,0.569577,0.317227,0.421455,0.338408,0.398918,0.359735,0.582136,0.653484,0.279986,0.748042,0.472724,0.424505,0.186602,0.510094,0.718592,0.802712,0.342335,0.420255,1.002700,0.366018,0.373944,0.458261,0.623744,0.477371,0.405792,0.331042,0.084359,0.343852,0.875689,0.356708,0.363148,0.277196,0.564072,0.191254,0.583457,0.790880,0.502390,0.306289,0.518576,0.632005,0.748669,0.217141,0.771311,0.894420,0.907320,0.460101,0.233263,0.591165,0.359485,0.364249,0.368986,0.373684,0.378347,0.638249,0.129161,0.653206,0.528328,0.533877,1.213041,0.815938,0.959273,1.102702,1.105634,0.275468,0.676370,0.629084,409.0000,169.0000,103.0000,55.0000,54.0000,31.0000,34.0000,33.0000,25.0000,17.0000,15.0000,20.0000,11.0000,17.0000,18.0000,10.0000,18.0000,10.0000,7.0000,8.0000,7.0000,20.0000,8.0000,12.0000,9.0000,6.0000,8.0000,12.0000,12.0000,6.0000,5.0000,4.0000,7.0000,8.0000,5.0000,5.0000,5.0000,2.0000,3.0000,9.0000,10.0000,2.0000,8.0000,2.0000,4.0000,2.0000,3.0000,6.0000,7.0000,2.0000,3.0000,12.0000,1.0000,3.0000,5.0000,5.0000,3.0000,3.0000,4.0000,1.0000,2.0000,5.0000,2.0000,2.0000,2.0000,4.0000,1.0000,5.0000,3.0000,2.0000,2.0000,1.0000,3.0000,3.0000,2.0000,5.0000,4.0000,5.0000,1.0000,2.0000,2.0000,2.0000,2.0000,3.0000,1.0000,2.0000,5.0000,0.0000,4.0000,2.0000,3.0000,5.0000,3.0000,5.0000,5.0000,5.0000,1.0000,4.0000,3.0000,404.9170,162.3286,100.2267,61.0273,46.4706,37.7540,32.0233,26.1748,26.0044,24.9110,17.7792,23.2639,15.7596,17.7698,13.5090,11.3997,11.9948,11.1935,8.9525,10.9418,9.1211,15.0097,9.7625,9.3460,8.9192,7.4847,10.5486,10.1106,9.6639,6.1394,9.2610,5.1729,6.7599,6.7940,3.6761,4.7486,3.7101,4.2588,3.7423,5.9050,6.4676,2.7053,7.0605,4.3609,3.8294,1.6469,4.4066,6.0792,6.6530,2.7809,3.3474,7.8341,2.8061,2.8142,3.3866,4.5279,3.4051,2.8451,2.2821,0.5720,2.2936,5.7481,2.3048,2.3103,1.7368,3.4815,1.1632,3.4973,4.6733,2.9272,1.7601,2.9398,3.5351,4.1329,1.1833,4.1500,4.7525,4.7622,2.3859,1.1954,2.9945,1.8004,1.8041,1.8078,1.8116,1.8155,3.0326,0.6079,3.0469,2.4438,2.4506,5.5307,3.7000,4.3345,4.9791,5.0132,1.2661,3.2227,3.3694,1023.0000,362.0000,204.0000,122.0000,75.0000,70.0000,49.0000,33.0000,39.0000,43.0000,27.0000,34.0000,25.0000,23.0000,12.0000,15.0000,8.0000,14.0000,12.0000,15.0000,12.0000,11.0000,12.0000,7.0000,9.0000,9.0000,13.0000,8.0000,7.0000,6.0000,13.0000,6.0000,6.0000,5.0000,2.0000,4.0000,2.0000,6.0000,4.0000,2.0000,2.0000,3.0000,5.0000,6.0000,3.0000,1.0000,5.0000,5.0000,5.0000,3.0000,3.0000,2.0000,4.0000,2.0000,1.0000,3.0000,3.0000,2.0000,0.0000,0.0000,2.0000,5.0000,2.0000,2.0000,1.0000,2.0000,1.0000,1.0000,5.0000,3.0000,1.0000,4.0000,3.0000,4.0000,0.0000,2.0000,4.0000,3.0000,3.0000,0.0000,3.0000,1.0000,1.0000,0.0000,2.0000,1.0000,0.0000,1.0000,1.0000,2.0000,1.0000,4.0000,3.0000,2.0000,3.0000,3.0000,1.0000,1.0000,2.0000,1027.0830,368.6714,206.7733,115.9727,82.5294,63.2460,50.9767,39.8252,37.9956,35.0890,24.2208,30.7361,20.2404,22.2302,16.4910,13.6003,14.0052,12.8065,10.0475,12.0582,9.8789,15.9903,10.2375,9.6540,9.0808,7.5153,10.4514,9.8894,9.3361,5.8606,8.7390,4.8271,6.2401,6.2060,3.3239,4.2514,3.2899,3.7412,3.2577,5.0950,5.5324,2.2947,5.9395,3.6391,3.1706,1.3531,3.5934,4.9208,5.3470,2.2191,2.6526,6.1659,2.1939,2.1858,2.6134,3.4721,2.5949,2.1549,1.7179,0.4280,1.7064,4.2519,1.6952,1.6897,1.2632,2.5185,0.8368,2.5027,3.3267,2.0728,1.2399,2.0602,2.4649,2.8671,0.8167,2.8500,3.2475,3.2378,1.6141,0.8046,2.0055,1.1996,1.1959,1.1922,1.1884,1.1845,1.9674,0.3921,1.9531,1.5562,1.5494,3.4693,2.3000,2.6655,3.0209,2.9868,0.7339,1.7773,1.6306,1231.0000,1231.0000,878.0000,878.0000
output2.txt,2487.0000,562500.0000,1416.0000,187500.0000,878.0000,562500.0000,1231.0000,187500.0000,Saturated,200,-347.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.0000,169.0000,103.0000,55.0000,54.0000,31.0000,34.0000,33.0000,25.0000,17.0000,15.0000,20.0000,11.0000,17.0000,18.0000,10.0000,18.0000,10.0000,7.0000,8.0000,7.0000,20.0000,8.0000,12.0000,9.0000,6.0000,8.0000,12.0000,12.0000,6.0000,5.0000,4.0000,7.0000,8.0000,5.0000,5.0000,5.0000,2.0000,3.0000,9.0000,10.0000,2.0000,8.0000,2.0000,4.0000,2.0000,3.0000,6.0000,7.0000,2.0000,3.0000,12.0000,1.0000,3.0000,5.0000,5.0000,3.0000,3.0000,4.0000,1.0000,2.0000,5.0000,2.0000,2.0000,2.0000,4.0000,1.0000,5.0000,3.0000,2.0000,2.0000,1.0000,3.0000,3.0000,2.0000,5.0000,4.0000,5.0000,1.0000,2.0000,2.0000,2.0000,2.0000,3.0000,1.0000,2.0000,5.0000,0.0000,4.0000,2.0000,3.0000,5.0000,3.0000,5.0000,5.0000,5.0000,1.0000,4.0000,3.0000,409.0000,169.0000,103.0000,55.0000,54.0000,31.0000,34.0000,33.0000,25.0000,17.0000,15.0000,20.0000,11.0000,17.0000,18.0000,10.0000,18.0000,10.0000,7.0000,8.0000,7.0000,20.0000,8.0000,12.0000,9.0000,6.0000,8.0000,12.0000,12.0000,6.0000,5.0000,4.0000,7.0000,8.0000,5.0000,5.0000,5.0000,2.0000,3.0000,9.0000,10.0000,2.0000,8.0000,2.0000,4.0000,2.0000,3.0000,6.0000,7.0000,2.0000,3.0000,12.0000,1.0000,3.0000,5.0000,5.0000,3.0000,3.0000,4.0000,1.0000,2.0000,5.0000,2.0000,2.0000,2.0000,4.0000,1.0000,5.0000,3.0000,2.0000,2.0000,1.0000,3.0000,3.0000,2.0000,5.0000,4.0000,5.0000,1.0000,2.0000,2.0000,2.0000,2.0000,3.0000,1.0000,2.0000,5.0000,0.0000,4.0000,2.0000,3.0000,5.0000,3.0000,5.0000,5.0000,5.0000,1.0000,4.0000,3.0000,1023.0000,362.0000,204.0000,122.0000,75.0000,70.0000,49.0000,33.0000,39.0000,43.0000,27.0000,34.0000,25.0000,23.0000,12.0000,15.0000,8.0000,14.0000,12.0000,15.0000,12.0000,11.0000,12.0000,7.0000,9.0000,9.0000,13.0000,8.0000,7.0000,6.0000,13.0000,6.0000,6.0000,5.0000,2.0000,4.0000,2.0000,6.0000,4.0000,2.0000,2.0000,3.0000,5.0000,6.0000,3.0000,1.0000,5.0000,5.0000,5.0000,3.0000,3.0000,2.0000,4.0000,2.0000,1.0000,3.0000,3.0000,2.0000,0.0000,0.0000,2.0000,5.0000,2.0000,2.0000,1.0000,2.0000,1.0000,1.0000,5.0000,3.0000,1.0000,4.0000,3.0000,4.0000,0.0000,2.0000,4.0000,3.0000,3.0000,0.0000,3.0000,1.0000,1.0000,0.0000,2.0000,1.0000,0.0000,1.0000,1.0000,2.0000,1.0000,4.0000,3.0000,2.0000,3.0000,3.0000,1.0000,1.0000,2.0000,1023.0000,362.0000,204.0000,122.0000,75.0000,70.0000,49.0000,33.0000,39.0000,43.0000,27.0000,34.0000,25.0000,23.0000,12.0000,15.0000,8.0000,14.0000,12.0000,15.0000,12.0000,11.0000,12.0000,7.0000,9.0000,9.0000,13.0000,8.0000,7.0000,6.0000,13.0000,6.0000,6.0000,5.0000,2.0000,4.0000,2.0000,6.0000,4.0000,2.0000,2.0000,3.0000,5.0000,6.0000,3.0000,1.0000,5.0000,5.0000,5.0000,3.0000,3.0000,2.0000,4.0000,2.0000,1.0000,3.0000,3.0000,2.0000,0.0000,0.0000,2.0000,5.0000,2.0000,2.0000,1.0000,2.0000,1.0000,1.0000,5.0000,3.0000,1.0000,4.0000,3.0000,4.0000,0.0000,2.0000,4.0000,3.0000,3.0000,0.0000,3.0000,1.0000,1.0000,0.0000,2.0000,1.0000,0.0000,1.0000,1.0000,2.0000,1.0000,4.0000,3.0000,2.0000,3.0000,3.0000,1.0000,1.0000,2.0000,1231.0000,1231.0000,878.0000,878.0000
