Alleles Observed-SFS Expected
0 0.986135 0.986118
1 0.005099 0.005032
2 0.001966 0.002159
3 0.001150 0.001145
4 0.000757 0.000738
5 0.000619 0.000533
6 0.000462 0.000412
7 0.000315 0.000333
8 0.000272 0.000278
9 0.000263 0.000237
10 0.000178 0.000206
11 0.000196 0.000181
12 0.000171 0.000162
13 0.000123 0.000146
14 0.000130 0.000133
15 0.000142 0.000122
16 0.000084 0.000112
17 0.000121 0.000104
18 0.000089 0.000097
19 0.000108 0.000091
20 0.000068 0.000086
21 0.000084 0.000081
22 0.000084 0.000077
23 0.000082 0.000073
24 0.000075 0.000070
25 0.000050 0.000067
26 0.000062 0.000064
27 0.000055 0.000062
28 0.000055 0.000060
29 0.000064 0.000058
30 0.000053 0.000056
31 0.000059 0.000055
32 0.000044 0.000053
33 0.000043 0.000052
34 0.000050 0.000051
35 0.000050 0.000049
36 0.000048 0.000048
37 0.000034 0.000048
38 0.000036 0.000047
39 0.000055 0.000046
40 0.000043 0.000045
41 0.000055 0.000045
42 0.000039 0.000044
43 0.000048 0.000044
44 0.000043 0.000043
45 0.000048 0.000043
46 0.000043 0.000043
47 0.000034 0.000043
48 0.000048 0.000043
49 0.000055 0.000042
50 0.000018 0.000021
