Alleles Observed-SFS Expected
0 0.966992 0.966992
1 0.006368 0.006173
2 0.003355 0.003499
3 0.002331 0.002349
4 0.001744 0.001769
5 0.001285 0.001421
6 0.001120 0.001190
7 0.001045 0.001025
8 0.001024 0.000901
9 0.000907 0.000805
10 0.000571 0.000729
11 0.000747 0.000666
12 0.000565 0.000615
13 0.000581 0.000571
14 0.000501 0.000534
15 0.000528 0.000501
16 0.000389 0.000473
17 0.000389 0.000449
18 0.000432 0.000427
19 0.000464 0.000408
20 0.000416 0.000390
21 0.000427 0.000375
22 0.000416 0.000361
23 0.000491 0.000348
24 0.000325 0.000337
25 0.000219 0.000327
26 0.000384 0.000317
27 0.000299 0.000308
28 0.000384 0.000301
29 0.000357 0.000293
30 0.000272 0.000287
31 0.000299 0.000281
32 0.000315 0.000275
33 0.000240 0.000270
34 0.000277 0.000265
35 0.000261 0.000261
36 0.000224 0.000257
37 0.000261 0.000254
38 0.000203 0.000251
39 0.000240 0.000248
40 0.000261 0.000245
41 0.000235 0.000243
42 0.000155 0.000241
43 0.000229 0.000239
44 0.000315 0.000238
45 0.000219 0.000237
46 0.000192 0.000235
47 0.000176 0.000235
48 0.000208 0.000234
49 0.000251 0.000234
50 0.000112 0.000117
