"","generation","DFE","selfing","value","sd","replicate","selfing_class","scale"
"72","f3","DFE3","Simulated DFE",0.613522264774418,0,6,"99% Selfing",100
"73","f0","DFE1","DFE-alpha",0.23641229436201,0.00551585352329438,NA,"0% Selfing",100
"74","f0","DFE2","DFE-alpha",0.118083765955645,0.0037538402367105,NA,"0% Selfing",100
"75","f0","DFE3","DFE-alpha",0.102397745860697,0.00328964135032576,NA,"0% Selfing",100
"76","f0","DFE1","DFE-alpha",0.227296633645272,0.0223587322118515,NA,"50% Selfing",100
"77","f0","DFE2","DFE-alpha",0.120876718176917,0.00893012414151336,NA,"50% Selfing",100
"78","f0","DFE3","DFE-alpha",0.106158770747957,0.00643431418017224,NA,"50% Selfing",100
"79","f0","DFE1","DFE-alpha",0.219088399299283,0.0311621809566017,NA,"80% Selfing",100
"80","f0","DFE2","DFE-alpha",0.1280749480626,0.00880073230326537,NA,"80% Selfing",100
"81","f0","DFE3","DFE-alpha",0.11253724069236,0.00625913917960606,NA,"80% Selfing",100
"82","f0","DFE1","DFE-alpha",0.252521799296052,0.0163091312869103,NA,"90% Selfing",100
"83","f0","DFE2","DFE-alpha",0.146526200651655,0.0034175070920094,NA,"90% Selfing",100
"84","f0","DFE3","DFE-alpha",0.124101830358502,0.00210065480653607,NA,"90% Selfing",100
"85","f0","DFE1","DFE-alpha",0.317285451451717,0.0294546760642997,NA,"95% Selfing",100
"86","f0","DFE2","DFE-alpha",0.198782761251442,0.0141146867696747,NA,"95% Selfing",100
"87","f0","DFE3","DFE-alpha",0.148550633916316,0.00364602351997773,NA,"95% Selfing",100
"88","f0","DFE1","DFE-alpha",0.573424238493923,0.0253565276703106,NA,"99% Selfing",100
"89","f0","DFE2","DFE-alpha",0.402698206027773,0.0118367202607094,NA,"99% Selfing",100
"90","f0","DFE3","DFE-alpha",0.214448013376226,0.009672879637554,NA,"99% Selfing",100
"91","f1","DFE1","DFE-alpha",0.596506014859457,0.0207377208863507,NA,"0% Selfing",100
"92","f1","DFE2","DFE-alpha",0.227181106859758,0.00873745314984382,NA,"0% Selfing",100
"93","f1","DFE3","DFE-alpha",0.0999202744341008,0.00247862912705011,NA,"0% Selfing",100
"94","f1","DFE1","DFE-alpha",0.623561706633597,0.0550374358906556,NA,"50% Selfing",100
"95","f1","DFE2","DFE-alpha",0.229096296134004,0.00596254651863103,NA,"50% Selfing",100
"96","f1","DFE3","DFE-alpha",0.0983181042638647,0.00198084068776377,NA,"50% Selfing",100
"97","f1","DFE1","DFE-alpha",0.683507718216957,0.0752888018595074,NA,"80% Selfing",100
"98","f1","DFE2","DFE-alpha",0.245678205799906,0.00786369032404843,NA,"80% Selfing",100
"99","f1","DFE3","DFE-alpha",0.105311317630381,0.00781228009101448,NA,"80% Selfing",100
"100","f1","DFE1","DFE-alpha",0.614388941054695,0.0678361204277962,NA,"90% Selfing",100
"101","f1","DFE2","DFE-alpha",0.266687480459957,0.0195575120120488,NA,"90% Selfing",100
"102","f1","DFE3","DFE-alpha",0.1192584010119,0.00726731546579809,NA,"90% Selfing",100
"103","f1","DFE1","DFE-alpha",0.580911046907513,0.0566543141670635,NA,"95% Selfing",100
"104","f1","DFE2","DFE-alpha",0.338655897906525,0.0479126153908551,NA,"95% Selfing",100
"105","f1","DFE3","DFE-alpha",0.135038276558071,0.00551806415094612,NA,"95% Selfing",100
"106","f1","DFE1","DFE-alpha",0.334457434481618,0.0208211934449029,NA,"99% Selfing",100
"107","f1","DFE2","DFE-alpha",0.400173362547285,0.0361276068082172,NA,"99% Selfing",100
"108","f1","DFE3","DFE-alpha",0.172982301050878,0.0186607479012895,NA,"99% Selfing",100
"109","f2","DFE1","DFE-alpha",0.167080895483439,0.0174075067865264,NA,"0% Selfing",100
"110","f2","DFE2","DFE-alpha",0.480838916266068,0.0121445450433493,NA,"0% Selfing",100
"111","f2","DFE3","DFE-alpha",0.19526391698899,0.00910241271625528,NA,"0% Selfing",100
"112","f2","DFE1","DFE-alpha",0.149141294198045,0.0334218814155431,NA,"50% Selfing",100
"113","f2","DFE2","DFE-alpha",0.480083650455624,0.0135914373890891,NA,"50% Selfing",100
"114","f2","DFE3","DFE-alpha",0.187897316918705,0.00995909558729406,NA,"50% Selfing",100
"115","f2","DFE1","DFE-alpha",0.0974038697237748,0.0444083674343468,NA,"80% Selfing",100
"116","f2","DFE2","DFE-alpha",0.489297078914315,0.0177366283678514,NA,"80% Selfing",100
"117","f2","DFE3","DFE-alpha",0.202042426756747,0.0246214829929232,NA,"80% Selfing",100
"118","f2","DFE1","DFE-alpha",0.133086516789897,0.0519416394434363,NA,"90% Selfing",100
"119","f2","DFE2","DFE-alpha",0.481072209778774,0.0119492368709186,NA,"90% Selfing",100
"120","f2","DFE3","DFE-alpha",0.229104598999193,0.0186664074084026,NA,"90% Selfing",100
"121","f2","DFE1","DFE-alpha",0.10180304712356,0.0310045579390518,NA,"95% Selfing",100
"122","f2","DFE2","DFE-alpha",0.42676691707901,0.0130427109012178,NA,"95% Selfing",100
"123","f2","DFE3","DFE-alpha",0.250402785996024,0.0133415495944027,NA,"95% Selfing",100
"124","f2","DFE1","DFE-alpha",0.0920058433013083,0.0316110014028123,NA,"99% Selfing",100
"125","f2","DFE2","DFE-alpha",0.19609429454325,0.0317653747282567,NA,"99% Selfing",100
"126","f2","DFE3","DFE-alpha",0.292779178297064,0.0400377567784355,NA,"99% Selfing",100
"127","f3","DFE1","DFE-alpha",7.95295093969361e-07,8.21976188004059e-07,NA,"0% Selfing",100
"128","f3","DFE2","DFE-alpha",0.17389621091853,0.0206690154615229,NA,"0% Selfing",100
"129","f3","DFE3","DFE-alpha",0.602418062716212,0.00936827797033507,NA,"0% Selfing",100
"130","f3","DFE1","DFE-alpha",3.65523085649189e-07,4.55002145664393e-07,NA,"50% Selfing",100
"131","f3","DFE2","DFE-alpha",0.169943335233455,0.0135023252345751,NA,"50% Selfing",100
"132","f3","DFE3","DFE-alpha",0.607625808069474,0.00592375601408916,NA,"50% Selfing",100
"133","f3","DFE1","DFE-alpha",1.27599849686355e-08,1.58295619646786e-08,NA,"80% Selfing",100
"134","f3","DFE2","DFE-alpha",0.136949767223179,0.0173273473414637,NA,"80% Selfing",100
"135","f3","DFE3","DFE-alpha",0.580109014920512,0.027548707778518,NA,"80% Selfing",100
"136","f3","DFE1","DFE-alpha",2.74285935606966e-06,4.86022057412631e-06,NA,"90% Selfing",100
"137","f3","DFE2","DFE-alpha",0.105714109109614,0.0303109950436935,NA,"90% Selfing",100
"138","f3","DFE3","DFE-alpha",0.527535169630406,0.026507225688546,NA,"90% Selfing",100
"139","f3","DFE1","DFE-alpha",4.54517209003136e-07,8.99046881890983e-07,NA,"95% Selfing",100
"140","f3","DFE2","DFE-alpha",0.0357944237630242,0.0264789938352079,NA,"95% Selfing",100
"141","f3","DFE3","DFE-alpha",0.466008303529589,0.0191730165347234,NA,"95% Selfing",100
"142","f3","DFE1","DFE-alpha",0.00011248372315098,0.000235110643502956,NA,"99% Selfing",100
"143","f3","DFE2","DFE-alpha",0.00103413688169192,0.00168753349514477,NA,"99% Selfing",100
"144","f3","DFE3","DFE-alpha",0.319790507275832,0.0527810523777609,NA,"99% Selfing",100
"145","f0","DFE1","Adjusted DFE",0.213186463207625,0.00239934427834483,NA,"0% Selfing",100
"146","f0","DFE2","Adjusted DFE",0.116570195786264,0.00162069226035247,NA,"0% Selfing",100
"147","f0","DFE3","Adjusted DFE",0.101088490376003,0.000513607600612385,NA,"0% Selfing",100
"148","f0","DFE1","Adjusted DFE",0.215551759181481,0.00263238750608651,NA,"50% Selfing",100
"149","f0","DFE2","Adjusted DFE",0.118260566705953,0.00230722387918203,NA,"50% Selfing",100
"150","f0","DFE3","Adjusted DFE",0.103712241608161,0.000533160137819914,NA,"50% Selfing",100
"151","f0","DFE1","Adjusted DFE",0.22509465833889,0.0047764180562996,NA,"80% Selfing",100
"152","f0","DFE2","Adjusted DFE",0.12462286421511,0.00163733711109804,NA,"80% Selfing",100
"153","f0","DFE3","Adjusted DFE",0.111306672331228,0.000981611841930007,NA,"80% Selfing",100
"154","f0","DFE1","Adjusted DFE",0.239234565275877,0.00562322226753245,NA,"90% Selfing",100
"155","f0","DFE2","Adjusted DFE",0.142555055752471,0.00281977054397089,NA,"90% Selfing",100
"156","f0","DFE3","Adjusted DFE",0.123748490568594,0.0016630218082271,NA,"90% Selfing",100
"157","f0","DFE1","Adjusted DFE",0.270831099058995,0.0105702851282718,NA,"95% Selfing",100
"158","f0","DFE2","Adjusted DFE",0.194849199450912,0.00596847339198612,NA,"95% Selfing",100
"159","f0","DFE3","Adjusted DFE",0.143129276174914,0.00199345144402362,NA,"95% Selfing",100
"160","f0","DFE1","Adjusted DFE",0.475485051155739,0.0555948062687501,NA,"99% Selfing",100
"161","f0","DFE2","Adjusted DFE",0.387787829576617,0.0707535074426368,NA,"99% Selfing",100
"162","f0","DFE3","Adjusted DFE",0.199705970964545,0.0154866596636321,NA,"99% Selfing",100
"163","f1","DFE1","Adjusted DFE",0.659857578424516,0.00103354643066339,NA,"0% Selfing",100
"164","f1","DFE2","Adjusted DFE",0.240534701814394,0.00303179385266838,NA,"0% Selfing",100
"165","f1","DFE3","Adjusted DFE",0.100469083361389,0.000508091858845765,NA,"0% Selfing",100
"166","f1","DFE1","Adjusted DFE",0.660855460053966,0.00106738925082452,NA,"50% Selfing",100
"167","f1","DFE2","Adjusted DFE",0.243684733586505,0.00431199414410626,NA,"50% Selfing",100
"168","f1","DFE3","Adjusted DFE",0.103063915918109,0.00052717547461372,NA,"50% Selfing",100
"169","f1","DFE1","Adjusted DFE",0.664051824608305,0.00130770680081847,NA,"80% Selfing",100
"170","f1","DFE2","Adjusted DFE",0.255439736332728,0.00299225904791314,NA,"80% Selfing",100
"171","f1","DFE3","Adjusted DFE",0.110566104869747,0.000968785795263654,NA,"80% Selfing",100
"172","f1","DFE1","Adjusted DFE",0.666748890132457,0.000739519614848727,NA,"90% Selfing",100
"173","f1","DFE2","Adjusted DFE",0.287414038685615,0.00490013571562446,NA,"90% Selfing",100
"174","f1","DFE3","Adjusted DFE",0.12282465569353,0.0016355327049977,NA,"90% Selfing",100
"175","f1","DFE1","Adjusted DFE",0.664752659696469,0.00242404523526733,NA,"95% Selfing",100
"176","f1","DFE2","Adjusted DFE",0.369715219104472,0.00832606112696951,NA,"95% Selfing",100
"177","f1","DFE3","Adjusted DFE",0.14181758137533,0.00194678169376739,NA,"95% Selfing",100
"178","f1","DFE1","Adjusted DFE",0.520510761596476,0.0531241791215596,NA,"99% Selfing",100
"179","f1","DFE2","Adjusted DFE",0.490999275610219,0.01191205957198,NA,"99% Selfing",100
"180","f1","DFE3","Adjusted DFE",0.196001900133803,0.0145462069097979,NA,"99% Selfing",100
"181","f2","DFE1","Adjusted DFE",0.126955954240572,0.00343258455379025,NA,"0% Selfing",100
"182","f2","DFE2","Adjusted DFE",0.500242095905667,0.000941122068690536,NA,"0% Selfing",100
"183","f2","DFE3","Adjusted DFE",0.197825812290462,0.000956364816738018,NA,"0% Selfing",100
"184","f2","DFE1","Adjusted DFE",0.123592777562692,0.00369952878243294,NA,"50% Selfing",100
"185","f2","DFE2","Adjusted DFE",0.501076222836359,0.00129201635210817,NA,"50% Selfing",100
"186","f2","DFE3","Adjusted DFE",0.20269633972006,0.000987523857809638,NA,"50% Selfing",100
"187","f2","DFE1","Adjusted DFE",0.110853515861493,0.00608205129807204,NA,"80% Selfing",100
"188","f2","DFE2","Adjusted DFE",0.503069071831494,0.000160518809097787,NA,"80% Selfing",100
"189","f2","DFE3","Adjusted DFE",0.216621650785432,0.00178173547200804,NA,"80% Selfing",100
"190","f2","DFE1","Adjusted DFE",0.0940165443338258,0.00635495899090069,NA,"90% Selfing",100
"191","f2","DFE2","Adjusted DFE",0.497433622766131,0.00194352572071798,NA,"90% Selfing",100
"192","f2","DFE3","Adjusted DFE",0.238792507742478,0.00290416901224476,NA,"90% Selfing",100
"193","f2","DFE1","Adjusted DFE",0.0644162412358491,0.00820809209689925,NA,"95% Selfing",100
"194","f2","DFE2","Adjusted DFE",0.421589116816227,0.0114633733320589,NA,"95% Selfing",100
"195","f2","DFE3","Adjusted DFE",0.271325562098782,0.00321605196287485,NA,"95% Selfing",100
"196","f2","DFE1","Adjusted DFE",0.0040041872477845,0.00261841742039048,NA,"99% Selfing",100
"197","f2","DFE2","Adjusted DFE",0.121204778503085,0.0628643817554154,NA,"99% Selfing",100
"198","f2","DFE3","Adjusted DFE",0.343809336441821,0.0151023125411375,NA,"99% Selfing",100
"199","f3","DFE1","Adjusted DFE",4.12728667908979e-09,9.98146086379153e-10,NA,"0% Selfing",100
"200","f3","DFE2","Adjusted DFE",0.142653006493675,0.00559262427369776,NA,"0% Selfing",100
"201","f3","DFE3","Adjusted DFE",0.600616613972145,0.00197806427225666,NA,"0% Selfing",100
"202","f3","DFE1","Adjusted DFE",3.20186001601108e-09,8.98171078828147e-10,NA,"50% Selfing",100
"203","f3","DFE2","Adjusted DFE",0.136978476871182,0.00790960888006763,NA,"50% Selfing",100
"204","f3","DFE3","Adjusted DFE",0.590527502753671,0.00204785945446213,NA,"50% Selfing",100
"205","f3","DFE1","Adjusted DFE",1.19131237652503e-09,5.73812944695927e-10,NA,"80% Selfing",100
"206","f3","DFE2","Adjusted DFE",0.116868327620667,0.00478314747994123,NA,"80% Selfing",100
"207","f3","DFE3","Adjusted DFE",0.561505572013592,0.00373213275827193,NA,"80% Selfing",100
"208","f3","DFE1","Adjusted DFE",2.57839644079993e-10,1.88560405355008e-10,NA,"90% Selfing",100
"209","f3","DFE2","Adjusted DFE",0.0725972827957825,0.00578215062608607,NA,"90% Selfing",100
"210","f3","DFE3","Adjusted DFE",0.514634345995398,0.00620271856343288,NA,"90% Selfing",100
"211","f3","DFE1","Adjusted DFE",8.68637384243698e-12,9.19052560433268e-12,NA,"95% Selfing",100
"212","f3","DFE2","Adjusted DFE",0.0138464646283899,0.00284206585631841,NA,"95% Selfing",100
"213","f3","DFE3","Adjusted DFE",0.443727580350974,0.0071562769217933,NA,"95% Selfing",100
"214","f3","DFE1","Adjusted DFE",3.33066907387547e-17,3.04047097224406e-17,NA,"99% Selfing",100
"215","f3","DFE2","Adjusted DFE",8.1163100781767e-06,9.85971457240825e-06,NA,"99% Selfing",100
"216","f3","DFE3","Adjusted DFE",0.260482792459831,0.0451273382247919,NA,"99% Selfing",100
"217","f0","DFE1","GRAPES",0.232286521660871,0.0275900363364966,NA,"0% Selfing",100
"218","f0","DFE2","GRAPES",0.115173724901999,0.00568481144287116,NA,"0% Selfing",100
"219","f0","DFE3","GRAPES",0.100698934905652,0.00682411308671402,NA,"0% Selfing",100
"220","f0","DFE1","GRAPES",0.219319647745963,0.0219751833926804,NA,"50% Selfing",100
"221","f0","DFE2","GRAPES",0.122645805684185,0.0158788751783401,NA,"50% Selfing",100
"222","f0","DFE3","GRAPES",0.106143836666074,0.0084219667537,NA,"50% Selfing",100
"223","f0","DFE1","GRAPES",0.232258229178431,0.0470804154868045,NA,"80% Selfing",100
"224","f0","DFE2","GRAPES",0.127712613649376,0.0193327991732116,NA,"80% Selfing",100
"225","f0","DFE3","GRAPES",0.115324880307952,0.0174159657181364,NA,"80% Selfing",100
"226","f0","DFE1","GRAPES",0.279865560834467,0.0124198186132169,NA,"90% Selfing",100
"227","f0","DFE2","GRAPES",0.149758471712907,0.0124758670305524,NA,"90% Selfing",100
"228","f0","DFE3","GRAPES",0.136069379910626,0.0147495703163229,NA,"90% Selfing",100
"229","f0","DFE1","GRAPES",0.343840922400483,0.0602782180507205,NA,"95% Selfing",100
"230","f0","DFE2","GRAPES",0.218503479347866,0.0279929013184905,NA,"95% Selfing",100
"231","f0","DFE3","GRAPES",0.160647933678999,0.0293828026110545,NA,"95% Selfing",100
"232","f0","DFE1","GRAPES",0.569971164499234,0.0503829790243491,NA,"99% Selfing",100
"233","f0","DFE2","GRAPES",0.394155040485233,0.124182732602154,NA,"99% Selfing",100
"234","f0","DFE3","GRAPES",0.286627362101608,0.0930608853763375,NA,"99% Selfing",100
"235","f1","DFE1","GRAPES",0.602385322128286,0.0616059542543005,NA,"0% Selfing",100
"236","f1","DFE2","GRAPES",0.232621423669309,0.00744307127500855,NA,"0% Selfing",100
"237","f1","DFE3","GRAPES",0.10839429219337,0.00251574600621937,NA,"0% Selfing",100
"238","f1","DFE1","GRAPES",0.639834054391203,0.0310209497741096,NA,"50% Selfing",100
"239","f1","DFE2","GRAPES",0.231773157979262,0.00888149456373476,NA,"50% Selfing",100
"240","f1","DFE3","GRAPES",0.106618852107694,0.00198044695709371,NA,"50% Selfing",100
"241","f1","DFE1","GRAPES",0.656746385169318,0.0974333329245612,NA,"80% Selfing",100
"242","f1","DFE2","GRAPES",0.24837005297672,0.0142483034744791,NA,"80% Selfing",100
"243","f1","DFE3","GRAPES",0.112106855537997,0.00842772843032556,NA,"80% Selfing",100
"244","f1","DFE1","GRAPES",0.561678688863755,0.0617723838880383,NA,"90% Selfing",100
"245","f1","DFE2","GRAPES",0.25825282286492,0.0238012639391712,NA,"90% Selfing",100
"246","f1","DFE3","GRAPES",0.120808910804969,0.0108190499680641,NA,"90% Selfing",100
"247","f1","DFE1","GRAPES",0.528852484547625,0.0750375282265353,NA,"95% Selfing",100
"248","f1","DFE2","GRAPES",0.292132613506003,0.0413807971320698,NA,"95% Selfing",100
"249","f1","DFE3","GRAPES",0.1290853922485,0.00933090863536931,NA,"95% Selfing",100
"250","f1","DFE1","GRAPES",0.376482504686734,0.0311535022501308,NA,"99% Selfing",100
"251","f1","DFE2","GRAPES",0.35058588436347,0.0749682846295598,NA,"99% Selfing",100
"252","f1","DFE3","GRAPES",0.129546644009722,0.0176162566169117,NA,"99% Selfing",100
"253","f2","DFE1","GRAPES",0.165326094923686,0.0354158946469472,NA,"0% Selfing",100
"254","f2","DFE2","GRAPES",0.492715437450864,0.0124647600993205,NA,"0% Selfing",100
"255","f2","DFE3","GRAPES",0.221327776656533,0.014233125468128,NA,"0% Selfing",100
"256","f2","DFE1","GRAPES",0.140846244964917,0.0112608642333239,NA,"50% Selfing",100
"257","f2","DFE2","GRAPES",0.481519158606069,0.0298996262464873,NA,"50% Selfing",100
"258","f2","DFE3","GRAPES",0.210994444392889,0.0124948234940642,NA,"50% Selfing",100
"259","f2","DFE1","GRAPES",0.110993584199956,0.053567428841831,NA,"80% Selfing",100
"260","f2","DFE2","GRAPES",0.492290831975876,0.0374023434590257,NA,"80% Selfing",100
"261","f2","DFE3","GRAPES",0.220344819128745,0.0360745397613644,NA,"80% Selfing",100
"262","f2","DFE1","GRAPES",0.158430999249118,0.049795760602417,NA,"90% Selfing",100
"263","f2","DFE2","GRAPES",0.470354739147009,0.0310448331468388,NA,"90% Selfing",100
"264","f2","DFE3","GRAPES",0.225667631936289,0.0339409607877127,NA,"90% Selfing",100
"265","f2","DFE1","GRAPES",0.127296624024724,0.0233808829288127,NA,"95% Selfing",100
"266","f2","DFE2","GRAPES",0.415874411282302,0.0317545038135043,NA,"95% Selfing",100
"267","f2","DFE3","GRAPES",0.230963629290263,0.0315381829567205,NA,"95% Selfing",100
"268","f2","DFE1","GRAPES",0.0535459163138972,0.0246352944265573,NA,"99% Selfing",100
"269","f2","DFE2","GRAPES",0.25050559800844,0.0565036772695548,NA,"99% Selfing",100
"270","f2","DFE3","GRAPES",0.193012191913392,0.046504497546696,NA,"99% Selfing",100
"271","f3","DFE1","GRAPES",2.06128715689591e-06,2.27117677052919e-06,NA,"0% Selfing",100
"272","f3","DFE2","GRAPES",0.159489413977828,0.0170440207992927,NA,"0% Selfing",100
"273","f3","DFE3","GRAPES",0.569578996244444,0.0107124687716082,NA,"0% Selfing",100
"274","f3","DFE1","GRAPES",5.2897916996697e-08,5.46231144555975e-08,NA,"50% Selfing",100
"275","f3","DFE2","GRAPES",0.164061877730484,0.0239516850432142,NA,"50% Selfing",100
"276","f3","DFE3","GRAPES",0.576242866833342,0.00729647294887161,NA,"50% Selfing",100
"277","f3","DFE1","GRAPES",1.80145229509709e-06,4.00883255533669e-06,NA,"80% Selfing",100
"278","f3","DFE2","GRAPES",0.131626501398028,0.0325124043844911,NA,"80% Selfing",100
"279","f3","DFE3","GRAPES",0.552223445025306,0.0283457208202609,NA,"80% Selfing",100
"280","f3","DFE1","GRAPES",2.47510526599992e-05,4.29593788969849e-05,NA,"90% Selfing",100
"281","f3","DFE2","GRAPES",0.121633966275164,0.043571785003693,NA,"90% Selfing",100
"282","f3","DFE3","GRAPES",0.517454077348116,0.0328487239407695,NA,"90% Selfing",100
"283","f3","DFE1","GRAPES",9.9690271677888e-06,2.08945144701852e-05,NA,"95% Selfing",100
"284","f3","DFE2","GRAPES",0.0734894958638288,0.0433359184301505,NA,"95% Selfing",100
"285","f3","DFE3","GRAPES",0.479303044782239,0.02640472822628,NA,"95% Selfing",100
"286","f3","DFE1","GRAPES",4.14500135326179e-07,7.60994778257017e-07,NA,"99% Selfing",100
"287","f3","DFE2","GRAPES",0.00475347714285727,0.0041288030583764,NA,"99% Selfing",100
"288","f3","DFE3","GRAPES",0.390813801975278,0.0519450731404024,NA,"99% Selfing",100
