"","selfing","DFE","B_avg","selfing_class","generation","value","scale"
"1","GRAPES","DFE3",0.672203174603175,"95% Selfing","f1",0.8,10
"2","GRAPES","DFE2",0.235759042570924,"99% Selfing","f1",0.8,10
"3","GRAPES","DFE3",0.274891595826249,"99% Selfing","f1",0.8,10
