"","generation","DFE","selfing","value","sd","replicate","selfing_class","scale"
"63","f3","DFE2","Simulated DFE",0.157299207050284,0,3,"80% Selfing",20
"64","f3","DFE2","Simulated DFE",0.157299207050284,0,4,"90% Selfing",20
"65","f3","DFE2","Simulated DFE",0.157299207050284,0,5,"95% Selfing",20
"66","f3","DFE2","Simulated DFE",0.157299207050284,0,6,"99% Selfing",20
"67","f3","DFE3","Simulated DFE",0.613522264774418,0,1,"0% Selfing",20
"68","f3","DFE3","Simulated DFE",0.613522264774418,0,2,"50% Selfing",20
"69","f3","DFE3","Simulated DFE",0.613522264774418,0,3,"80% Selfing",20
"70","f3","DFE3","Simulated DFE",0.613522264774418,0,4,"90% Selfing",20
"71","f3","DFE3","Simulated DFE",0.613522264774418,0,5,"95% Selfing",20
"72","f3","DFE3","Simulated DFE",0.613522264774418,0,6,"99% Selfing",20
"73","f0","DFE1","DFE-alpha",0.227901143421089,0.0217018890858586,NA,"80% Selfing",20
"74","f0","DFE2","DFE-alpha",0.123722030434509,0.00226627269632196,NA,"80% Selfing",20
"75","f0","DFE3","DFE-alpha",0.0976716135297813,0.00506043378803223,NA,"80% Selfing",20
"76","f0","DFE1","DFE-alpha",0.242110122386205,0.00386466241100232,NA,"90% Selfing",20
"77","f0","DFE2","DFE-alpha",0.127070561259275,0.00864600033186254,NA,"90% Selfing",20
"78","f0","DFE3","DFE-alpha",0.103000291771683,0.00448081950141259,NA,"90% Selfing",20
"79","f0","DFE1","DFE-alpha",0.267748043314495,0.0111195369346494,NA,"95% Selfing",20
"80","f0","DFE2","DFE-alpha",0.148735774266163,0.00998610651348801,NA,"95% Selfing",20
"81","f0","DFE3","DFE-alpha",0.115819119715052,0.00928780937705042,NA,"95% Selfing",20
"82","f0","DFE1","DFE-alpha",0.438028792230169,0.0279758601728327,NA,"99% Selfing",20
"83","f0","DFE2","DFE-alpha",0.275587370796615,0.00312054959714716,NA,"99% Selfing",20
"84","f0","DFE3","DFE-alpha",0.171776665651554,0.00997862072037543,NA,"99% Selfing",20
"85","f1","DFE1","DFE-alpha",0.630269679068823,0.0506704905119095,NA,"80% Selfing",20
"86","f1","DFE2","DFE-alpha",0.237030198882753,0.00569862205995386,NA,"80% Selfing",20
"87","f1","DFE3","DFE-alpha",0.101340085776275,0.00398208729826269,NA,"80% Selfing",20
"88","f1","DFE1","DFE-alpha",0.633258037842747,0.0421676849193411,NA,"90% Selfing",20
"89","f1","DFE2","DFE-alpha",0.242210924574253,0.0134323635884718,NA,"90% Selfing",20
"90","f1","DFE3","DFE-alpha",0.103408146300878,0.00559364797371223,NA,"90% Selfing",20
"91","f1","DFE1","DFE-alpha",0.634065261324015,0.0593280761455103,NA,"95% Selfing",20
"92","f1","DFE2","DFE-alpha",0.266636172066074,0.0120185632432859,NA,"95% Selfing",20
"93","f1","DFE3","DFE-alpha",0.105960497020974,0.00938274903401795,NA,"95% Selfing",20
"94","f1","DFE1","DFE-alpha",0.457462387894207,0.0636023732422087,NA,"99% Selfing",20
"95","f1","DFE2","DFE-alpha",0.367298864394855,0.047010822654252,NA,"99% Selfing",20
"96","f1","DFE3","DFE-alpha",0.142546910344911,0.00658143416820003,NA,"99% Selfing",20
"97","f2","DFE1","DFE-alpha",0.141828898255143,0.0301333204812957,NA,"80% Selfing",20
"98","f2","DFE2","DFE-alpha",0.485727311909197,0.00946758189423892,NA,"80% Selfing",20
"99","f2","DFE3","DFE-alpha",0.204000234671866,0.0154173510268815,NA,"80% Selfing",20
"100","f2","DFE1","DFE-alpha",0.124631708766974,0.0411425326171257,NA,"90% Selfing",20
"101","f2","DFE2","DFE-alpha",0.48604205982448,0.0239008660592048,NA,"90% Selfing",20
"102","f2","DFE3","DFE-alpha",0.204798448702879,0.0196480952604574,NA,"90% Selfing",20
"103","f2","DFE1","DFE-alpha",0.0981864478212001,0.0487626742288458,NA,"95% Selfing",20
"104","f2","DFE2","DFE-alpha",0.48037882665818,0.0171543258253524,NA,"95% Selfing",20
"105","f2","DFE3","DFE-alpha",0.201818647305597,0.0319324232505935,NA,"95% Selfing",20
"106","f2","DFE1","DFE-alpha",0.104496073282301,0.0370223985942531,NA,"99% Selfing",20
"107","f2","DFE2","DFE-alpha",0.341576731921496,0.0302883006629411,NA,"99% Selfing",20
"108","f2","DFE3","DFE-alpha",0.253009898993611,0.0148558339759666,NA,"99% Selfing",20
"109","f3","DFE1","DFE-alpha",2.79254945320662e-07,3.56472477083673e-07,NA,"80% Selfing",20
"110","f3","DFE2","DFE-alpha",0.153520458773541,0.0134104373705802,NA,"80% Selfing",20
"111","f3","DFE3","DFE-alpha",0.596988066022078,0.0154365698745909,NA,"80% Selfing",20
"112","f3","DFE1","DFE-alpha",1.31004074033214e-07,2.06654229018438e-07,NA,"90% Selfing",20
"113","f3","DFE2","DFE-alpha",0.144676454341992,0.0305853101635549,NA,"90% Selfing",20
"114","f3","DFE3","DFE-alpha",0.588793113224561,0.0215099681485266,NA,"90% Selfing",20
"115","f3","DFE1","DFE-alpha",2.47540290390647e-07,4.80122587888464e-07,NA,"95% Selfing",20
"116","f3","DFE2","DFE-alpha",0.104249227009583,0.0201325515273311,NA,"95% Selfing",20
"117","f3","DFE3","DFE-alpha",0.576401735958377,0.0334254771399274,NA,"95% Selfing",20
"118","f3","DFE1","DFE-alpha",1.27465933226582e-05,1.86849629879016e-05,NA,"99% Selfing",20
"119","f3","DFE2","DFE-alpha",0.0155370328870343,0.0184200357277445,NA,"99% Selfing",20
"120","f3","DFE3","DFE-alpha",0.432666525009924,0.0226506355738781,NA,"99% Selfing",20
"121","f0","DFE1","Adjusted DFE",0.221093215363251,0.00467880221320347,NA,"80% Selfing",20
"122","f0","DFE2","Adjusted DFE",0.121023433964198,0.000815367943274062,NA,"80% Selfing",20
"123","f0","DFE3","Adjusted DFE",0.102492309711261,0.000707585428743408,NA,"80% Selfing",20
"124","f0","DFE1","Adjusted DFE",0.226855451787962,0.00360052697375599,NA,"90% Selfing",20
"125","f0","DFE2","Adjusted DFE",0.125527853912899,0.00147342734419484,NA,"90% Selfing",20
"126","f0","DFE3","Adjusted DFE",0.106844502394676,0.00067767914734001,NA,"90% Selfing",20
"127","f0","DFE1","Adjusted DFE",0.245609000598288,0.00902292330529649,NA,"95% Selfing",20
"128","f0","DFE2","Adjusted DFE",0.138878596721346,0.00204963724227295,NA,"95% Selfing",20
"129","f0","DFE3","Adjusted DFE",0.115010041974177,0.00121901472234653,NA,"95% Selfing",20
"130","f0","DFE1","Adjusted DFE",0.34934317124085,0.0157707874396764,NA,"99% Selfing",20
"131","f0","DFE2","Adjusted DFE",0.252179874570746,0.0219485152913239,NA,"99% Selfing",20
"132","f0","DFE3","Adjusted DFE",0.157980153498794,0.00683218587204525,NA,"99% Selfing",20
"133","f1","DFE1","Adjusted DFE",0.662825648550181,0.00171440312710827,NA,"80% Selfing",20
"134","f1","DFE2","Adjusted DFE",0.24882094196094,0.00150706465758148,NA,"80% Selfing",20
"135","f1","DFE3","Adjusted DFE",0.101857586324639,0.000699751193360747,NA,"80% Selfing",20
"136","f1","DFE1","Adjusted DFE",0.664587613232279,0.000915085758914212,NA,"90% Selfing",20
"137","f1","DFE2","Adjusted DFE",0.257095656378573,0.00268848517286288,NA,"90% Selfing",20
"138","f1","DFE3","Adjusted DFE",0.106159735400329,0.000669573097564943,NA,"90% Selfing",20
"139","f1","DFE1","Adjusted DFE",0.667012385969812,0.000310063008179218,NA,"95% Selfing",20
"140","f1","DFE2","Adjusted DFE",0.281006525354147,0.00359499052413196,NA,"95% Selfing",20
"141","f1","DFE3","Adjusted DFE",0.114219415706991,0.00120200760899445,NA,"95% Selfing",20
"142","f1","DFE1","Adjusted DFE",0.627605871453762,0.0107977426796251,NA,"99% Selfing",20
"143","f1","DFE2","Adjusted DFE",0.437067781054815,0.0197260730862465,NA,"99% Selfing",20
"144","f1","DFE3","Adjusted DFE",0.156251022841665,0.00660480848709276,NA,"99% Selfing",20
"145","f2","DFE1","Adjusted DFE",0.116081134188823,0.00639153563055423,NA,"80% Selfing",20
"146","f2","DFE2","Adjusted DFE",0.502297539703123,0.000259265966851132,NA,"80% Selfing",20
"147","f2","DFE3","Adjusted DFE",0.200434922024034,0.00131279054072107,NA,"80% Selfing",20
"148","f2","DFE1","Adjusted DFE",0.108556934053092,0.00451472626616317,NA,"90% Selfing",20
"149","f2","DFE2","Adjusted DFE",0.503175034229898,0.000103597555549032,NA,"90% Selfing",20
"150","f2","DFE3","Adjusted DFE",0.208472022153894,0.00124511736648314,NA,"90% Selfing",20
"151","f2","DFE1","Adjusted DFE",0.0873786132848067,0.00923814835448343,NA,"95% Selfing",20
"152","f2","DFE2","Adjusted DFE",0.499823583322585,0.00116520988864713,NA,"95% Selfing",20
"153","f2","DFE3","Adjusted DFE",0.223310271195792,0.00219106852852317,NA,"95% Selfing",20
"154","f2","DFE1","Adjusted DFE",0.0230509573053876,0.00497916444082866,NA,"99% Selfing",20
"155","f2","DFE2","Adjusted DFE",0.309059284205077,0.0406875565184963,NA,"99% Selfing",20
"156","f2","DFE3","Adjusted DFE",0.293985699026643,0.00977990922911383,NA,"99% Selfing",20
"157","f3","DFE1","Adjusted DFE",1.89774452263869e-09,1.2241304279804e-09,NA,"80% Selfing",20
"158","f3","DFE2","Adjusted DFE",0.127858084371738,0.00258144623983732,NA,"80% Selfing",20
"159","f3","DFE3","Adjusted DFE",0.595215181940066,0.00272012697231574,NA,"80% Selfing",20
"160","f3","DFE1","Adjusted DFE",9.26666761843128e-10,3.54801292294432e-10,NA,"90% Selfing",20
"161","f3","DFE2","Adjusted DFE",0.11420145547863,0.00425636537222899,NA,"90% Selfing",20
"162","f3","DFE3","Adjusted DFE",0.578523740051102,0.00259236955300684,NA,"90% Selfing",20
"163","f3","DFE1","Adjusted DFE",1.47093565106005e-10,1.14285457943545e-10,NA,"95% Selfing",20
"164","f3","DFE2","Adjusted DFE",0.0802912946019216,0.00448169539550731,NA,"95% Selfing",20
"165","f3","DFE3","Adjusted DFE",0.547460271123041,0.00461208940472803,NA,"95% Selfing",20
"166","f3","DFE1","Adjusted DFE",6.38378239159465e-16,6.48158559717967e-16,NA,"99% Selfing",20
"167","f3","DFE2","Adjusted DFE",0.00169306016936204,0.00101212950518616,NA,"99% Selfing",20
"168","f3","DFE3","Adjusted DFE",0.391783124632899,0.0232160741303046,NA,"99% Selfing",20
"169","f0","DFE1","GRAPES",0.213904658327073,0.0343300332399261,NA,"80% Selfing",20
"170","f0","DFE2","GRAPES",0.125435986674952,0.00584371380074196,NA,"80% Selfing",20
"171","f0","DFE3","GRAPES",0.0979744196073611,0.0036225213370486,NA,"80% Selfing",20
"172","f0","DFE1","GRAPES",0.260363773280658,0.0351520738860909,NA,"90% Selfing",20
"173","f0","DFE2","GRAPES",0.127805975266671,0.00794673204481563,NA,"90% Selfing",20
"174","f0","DFE3","GRAPES",0.106596777737568,0.00637810902727948,NA,"90% Selfing",20
"175","f0","DFE1","GRAPES",0.311624093797612,0.0273493927202847,NA,"95% Selfing",20
"176","f0","DFE2","GRAPES",0.147684817051954,0.0258152924862074,NA,"95% Selfing",20
"177","f0","DFE3","GRAPES",0.120476828434332,0.00880096912449005,NA,"95% Selfing",20
"178","f0","DFE1","GRAPES",0.445917253995731,0.0434241940753431,NA,"99% Selfing",20
"179","f0","DFE2","GRAPES",0.289508735677584,0.0361525933634839,NA,"99% Selfing",20
"180","f0","DFE3","GRAPES",0.201034004333533,0.0257703267661325,NA,"99% Selfing",20
"181","f1","DFE1","GRAPES",0.647860264952382,0.0765210306583408,NA,"80% Selfing",20
"182","f1","DFE2","GRAPES",0.233348720060658,0.011592090331132,NA,"80% Selfing",20
"183","f1","DFE3","GRAPES",0.108168695293293,0.00344899038051541,NA,"80% Selfing",20
"184","f1","DFE1","GRAPES",0.585094316895956,0.0790918297847198,NA,"90% Selfing",20
"185","f1","DFE2","GRAPES",0.237945335572146,0.0152075237919784,NA,"90% Selfing",20
"186","f1","DFE3","GRAPES",0.109373449600978,0.0042403684428087,NA,"90% Selfing",20
"187","f1","DFE1","GRAPES",0.550140944514787,0.0424750003065483,NA,"95% Selfing",20
"188","f1","DFE2","GRAPES",0.259711220858506,0.0227591400814119,NA,"95% Selfing",20
"189","f1","DFE3","GRAPES",0.110440475609734,0.00738933500034639,NA,"95% Selfing",20
"190","f1","DFE1","GRAPES",0.434088913409443,0.0461382483229207,NA,"99% Selfing",20
"191","f1","DFE2","GRAPES",0.280777376861959,0.0179139068334729,NA,"99% Selfing",20
"192","f1","DFE3","GRAPES",0.1257634647327,0.00650409971762011,NA,"99% Selfing",20
"193","f2","DFE1","GRAPES",0.138233907237885,0.0424251424785296,NA,"80% Selfing",20
"194","f2","DFE2","GRAPES",0.478088044457609,0.0220573213346864,NA,"80% Selfing",20
"195","f2","DFE3","GRAPES",0.223285451290835,0.0130870910055913,NA,"80% Selfing",20
"196","f2","DFE1","GRAPES",0.154524251507236,0.0534410280263286,NA,"90% Selfing",20
"197","f2","DFE2","GRAPES",0.479770069001799,0.026778418135132,NA,"90% Selfing",20
"198","f2","DFE3","GRAPES",0.218148947254578,0.0161165143212194,NA,"90% Selfing",20
"199","f2","DFE1","GRAPES",0.138232672651292,0.0316268511397175,NA,"95% Selfing",20
"200","f2","DFE2","GRAPES",0.47546242861539,0.0446456708071117,NA,"95% Selfing",20
"201","f2","DFE3","GRAPES",0.20974921263886,0.0266297298478495,NA,"95% Selfing",20
"202","f2","DFE1","GRAPES",0.11997883945446,0.00947547684411326,NA,"99% Selfing",20
"203","f2","DFE2","GRAPES",0.365420217006522,0.024761292895857,NA,"99% Selfing",20
"204","f2","DFE3","GRAPES",0.203396931925321,0.021234557935092,NA,"99% Selfing",20
"205","f3","DFE1","GRAPES",1.16948265930367e-06,2.28951602449195e-06,NA,"80% Selfing",20
"206","f3","DFE2","GRAPES",0.163127248806781,0.028566300111885,NA,"80% Selfing",20
"207","f3","DFE3","GRAPES",0.57057143380851,0.0136198514334511,NA,"80% Selfing",20
"208","f3","DFE1","GRAPES",1.7658316149823e-05,3.05503894118218e-05,NA,"90% Selfing",20
"209","f3","DFE2","GRAPES",0.154478620159384,0.0355654379537482,NA,"90% Selfing",20
"210","f3","DFE3","GRAPES",0.565880825406877,0.0159873992443346,NA,"90% Selfing",20
"211","f3","DFE1","GRAPES",2.28903630951349e-06,2.99693494218669e-06,NA,"95% Selfing",20
"212","f3","DFE2","GRAPES",0.117141533474151,0.0421067789307855,NA,"95% Selfing",20
"213","f3","DFE3","GRAPES",0.559333483317074,0.0253765702456518,NA,"95% Selfing",20
"214","f3","DFE1","GRAPES",1.49931403671255e-05,2.14699965560764e-05,NA,"99% Selfing",20
"215","f3","DFE2","GRAPES",0.064293670453935,0.0230081236467932,NA,"99% Selfing",20
"216","f3","DFE3","GRAPES",0.469805599008446,0.0124596990679921,NA,"99% Selfing",20
