Alleles Observed-SFS Expected
0 0.986876 0.986926
1 0.004791 0.004602
2 0.002075 0.002110
3 0.001209 0.001260
4 0.000782 0.000852
5 0.000642 0.000618
6 0.000414 0.000469
7 0.000329 0.000368
8 0.000286 0.000296
9 0.000229 0.000242
10 0.000199 0.000202
11 0.000185 0.000171
12 0.000178 0.000146
13 0.000135 0.000127
14 0.000126 0.000111
15 0.000103 0.000098
16 0.000084 0.000088
17 0.000075 0.000079
18 0.000057 0.000072
19 0.000062 0.000066
20 0.000069 0.000061
21 0.000053 0.000056
22 0.000053 0.000053
23 0.000053 0.000049
24 0.000052 0.000047
25 0.000041 0.000044
26 0.000037 0.000042
27 0.000060 0.000040
28 0.000048 0.000039
29 0.000034 0.000037
30 0.000050 0.000036
31 0.000028 0.000035
32 0.000041 0.000034
33 0.000041 0.000033
34 0.000039 0.000033
35 0.000037 0.000032
36 0.000034 0.000031
37 0.000030 0.000031
38 0.000020 0.000030
39 0.000020 0.000030
40 0.000025 0.000030
41 0.000036 0.000029
42 0.000037 0.000029
43 0.000032 0.000029
44 0.000039 0.000029
45 0.000032 0.000029
46 0.000023 0.000028
47 0.000016 0.000028
48 0.000046 0.000028
49 0.000018 0.000028
50 0.000018 0.000014
