Alleles Observed-SFS Expected
0 0.991477 0.991477
1 0.002992 0.002881
2 0.001253 0.001334
3 0.000805 0.000789
4 0.000496 0.000528
5 0.000320 0.000380
6 0.000267 0.000287
7 0.000240 0.000224
8 0.000176 0.000180
9 0.000149 0.000149
10 0.000107 0.000125
11 0.000101 0.000107
12 0.000123 0.000094
13 0.000101 0.000083
14 0.000069 0.000074
15 0.000112 0.000067
16 0.000075 0.000062
17 0.000101 0.000057
18 0.000043 0.000053
19 0.000053 0.000050
20 0.000043 0.000047
21 0.000048 0.000045
22 0.000037 0.000043
23 0.000043 0.000041
24 0.000037 0.000039
25 0.000011 0.000038
26 0.000053 0.000037
27 0.000016 0.000036
28 0.000016 0.000035
29 0.000043 0.000034
30 0.000053 0.000033
31 0.000021 0.000033
32 0.000027 0.000032
33 0.000037 0.000032
34 0.000048 0.000031
35 0.000027 0.000031
36 0.000037 0.000030
37 0.000032 0.000030
38 0.000027 0.000029
39 0.000021 0.000029
40 0.000027 0.000029
41 0.000021 0.000029
42 0.000016 0.000028
43 0.000021 0.000028
44 0.000053 0.000028
45 0.000032 0.000028
46 0.000011 0.000028
47 0.000011 0.000028
48 0.000027 0.000028
49 0.000021 0.000028
50 0.000021 0.000014
