Alleles Observed-SFS Expected
0 0.991906 0.992005
1 0.003049 0.002787
2 0.001211 0.001278
3 0.000661 0.000751
4 0.000460 0.000500
5 0.000348 0.000358
6 0.000254 0.000269
7 0.000208 0.000210
8 0.000164 0.000168
9 0.000158 0.000138
10 0.000117 0.000116
11 0.000108 0.000099
12 0.000091 0.000085
13 0.000082 0.000075
14 0.000069 0.000067
15 0.000060 0.000060
16 0.000062 0.000055
17 0.000071 0.000050
18 0.000053 0.000047
19 0.000044 0.000044
20 0.000041 0.000041
21 0.000032 0.000039
22 0.000041 0.000037
23 0.000041 0.000035
24 0.000034 0.000034
25 0.000034 0.000032
26 0.000028 0.000031
27 0.000028 0.000030
28 0.000028 0.000029
29 0.000021 0.000029
30 0.000039 0.000028
31 0.000030 0.000027
32 0.000050 0.000027
33 0.000012 0.000026
34 0.000028 0.000026
35 0.000032 0.000025
36 0.000028 0.000025
37 0.000023 0.000025
38 0.000018 0.000024
39 0.000020 0.000024
40 0.000027 0.000024
41 0.000023 0.000024
42 0.000021 0.000024
43 0.000025 0.000023
44 0.000016 0.000023
45 0.000023 0.000023
46 0.000021 0.000023
47 0.000020 0.000023
48 0.000011 0.000023
49 0.000020 0.000023
50 0.000005 0.000011
