Alleles Observed-SFS Expected
0 0.992240 0.992263
1 0.002846 0.002720
2 0.001150 0.001245
3 0.000688 0.000727
4 0.000473 0.000482
5 0.000352 0.000344
6 0.000244 0.000258
7 0.000197 0.000200
8 0.000162 0.000160
9 0.000137 0.000132
10 0.000107 0.000110
11 0.000121 0.000094
12 0.000089 0.000082
13 0.000084 0.000072
14 0.000060 0.000064
15 0.000060 0.000058
16 0.000057 0.000053
17 0.000050 0.000048
18 0.000057 0.000045
19 0.000057 0.000042
20 0.000032 0.000039
21 0.000039 0.000037
22 0.000034 0.000035
23 0.000043 0.000034
24 0.000027 0.000032
25 0.000044 0.000031
26 0.000046 0.000030
27 0.000025 0.000029
28 0.000037 0.000028
29 0.000021 0.000027
30 0.000036 0.000027
31 0.000011 0.000026
32 0.000021 0.000026
33 0.000023 0.000025
34 0.000016 0.000025
35 0.000023 0.000024
36 0.000027 0.000024
37 0.000020 0.000024
38 0.000018 0.000023
39 0.000025 0.000023
40 0.000014 0.000023
41 0.000014 0.000023
42 0.000011 0.000022
43 0.000018 0.000022
44 0.000025 0.000022
45 0.000009 0.000022
46 0.000023 0.000022
47 0.000028 0.000022
48 0.000025 0.000022
49 0.000020 0.000022
50 0.000016 0.000011
