Alleles Observed-SFS Expected
0 0.989872 0.989942
1 0.003721 0.003539
2 0.001504 0.001591
3 0.000882 0.000857
4 0.000517 0.000554
5 0.000384 0.000399
6 0.000320 0.000308
7 0.000228 0.000248
8 0.000196 0.000206
9 0.000181 0.000175
10 0.000156 0.000152
11 0.000133 0.000133
12 0.000126 0.000119
13 0.000105 0.000107
14 0.000071 0.000097
15 0.000085 0.000089
16 0.000084 0.000082
17 0.000075 0.000076
18 0.000082 0.000071
19 0.000064 0.000066
20 0.000064 0.000062
21 0.000068 0.000059
22 0.000053 0.000056
23 0.000053 0.000053
24 0.000043 0.000051
25 0.000052 0.000048
26 0.000043 0.000046
27 0.000037 0.000045
28 0.000034 0.000043
29 0.000023 0.000042
30 0.000050 0.000040
31 0.000039 0.000039
32 0.000052 0.000038
33 0.000041 0.000037
34 0.000037 0.000036
35 0.000027 0.000035
36 0.000020 0.000035
37 0.000055 0.000034
38 0.000030 0.000033
39 0.000039 0.000033
40 0.000030 0.000032
41 0.000041 0.000032
42 0.000041 0.000032
43 0.000027 0.000031
44 0.000030 0.000031
45 0.000036 0.000031
46 0.000032 0.000031
47 0.000018 0.000030
48 0.000041 0.000030
49 0.000043 0.000030
50 0.000018 0.000015
