Alleles Observed-SFS Expected
0 0.994658 0.994657
1 0.001852 0.001856
2 0.000722 0.000741
3 0.000398 0.000393
4 0.000277 0.000261
5 0.000194 0.000195
6 0.000132 0.000155
7 0.000149 0.000129
8 0.000128 0.000110
9 0.000107 0.000095
10 0.000078 0.000084
11 0.000064 0.000076
12 0.000050 0.000069
13 0.000071 0.000063
14 0.000069 0.000058
15 0.000044 0.000054
16 0.000060 0.000050
17 0.000048 0.000047
18 0.000055 0.000044
19 0.000050 0.000042
20 0.000044 0.000040
21 0.000037 0.000038
22 0.000034 0.000036
23 0.000043 0.000035
24 0.000027 0.000034
25 0.000025 0.000032
26 0.000023 0.000031
27 0.000039 0.000030
28 0.000030 0.000029
29 0.000028 0.000029
30 0.000027 0.000028
31 0.000020 0.000027
32 0.000028 0.000027
33 0.000023 0.000026
34 0.000032 0.000025
35 0.000021 0.000025
36 0.000021 0.000025
37 0.000023 0.000024
38 0.000032 0.000024
39 0.000023 0.000024
40 0.000030 0.000023
41 0.000020 0.000023
42 0.000023 0.000023
43 0.000016 0.000023
44 0.000011 0.000022
45 0.000011 0.000022
46 0.000028 0.000022
47 0.000021 0.000022
48 0.000016 0.000022
49 0.000018 0.000022
50 0.000018 0.000011
