"","generation","DFE","selfing","value","sd","replicate","selfing_class","Nem"
"1","f0","DFE1","Simulated DFE",0.204291490497034,0,1,"0% Selfing","Nem2"
"2","f0","DFE1","Simulated DFE",0.204291490497034,0,2,"50% Selfing","Nem2"
"3","f0","DFE1","Simulated DFE",0.204291490497034,0,6,"99% Selfing","Nem2"
"4","f0","DFE2","Simulated DFE",0.112462916018285,0,1,"0% Selfing","Nem2"
"5","f0","DFE2","Simulated DFE",0.112462916018285,0,2,"50% Selfing","Nem2"
"6","f0","DFE2","Simulated DFE",0.112462916018285,0,6,"99% Selfing","Nem2"
"7","f0","DFE3","Simulated DFE",0.0977430831943102,0,1,"0% Selfing","Nem2"
"8","f0","DFE3","Simulated DFE",0.0977430831943102,0,2,"50% Selfing","Nem2"
"9","f0","DFE3","Simulated DFE",0.0977430831943102,0,6,"99% Selfing","Nem2"
"10","f1","DFE1","Simulated DFE",0.655391553835657,0,1,"0% Selfing","Nem2"
"11","f1","DFE1","Simulated DFE",0.655391553835657,0,2,"50% Selfing","Nem2"
"12","f1","DFE1","Simulated DFE",0.655391553835657,0,6,"99% Selfing","Nem2"
"13","f1","DFE2","Simulated DFE",0.232816237963138,0,1,"0% Selfing","Nem2"
"14","f1","DFE2","Simulated DFE",0.232816237963138,0,2,"50% Selfing","Nem2"
"15","f1","DFE2","Simulated DFE",0.232816237963138,0,6,"99% Selfing","Nem2"
"16","f1","DFE3","Simulated DFE",0.0971585977061945,0,1,"0% Selfing","Nem2"
"17","f1","DFE3","Simulated DFE",0.0971585977061945,0,2,"50% Selfing","Nem2"
"18","f1","DFE3","Simulated DFE",0.0971585977061945,0,6,"99% Selfing","Nem2"
"19","f2","DFE1","Simulated DFE",0.140316945048907,0,1,"0% Selfing","Nem2"
"20","f2","DFE1","Simulated DFE",0.140316945048907,0,2,"50% Selfing","Nem2"
"21","f2","DFE1","Simulated DFE",0.140316945048907,0,6,"99% Selfing","Nem2"
"22","f2","DFE2","Simulated DFE",0.497421638968293,0,1,"0% Selfing","Nem2"
"23","f2","DFE2","Simulated DFE",0.497421638968293,0,2,"50% Selfing","Nem2"
"24","f2","DFE2","Simulated DFE",0.497421638968293,0,6,"99% Selfing","Nem2"
"25","f2","DFE3","Simulated DFE",0.191576054325077,0,1,"0% Selfing","Nem2"
"26","f2","DFE3","Simulated DFE",0.191576054325077,0,2,"50% Selfing","Nem2"
"27","f2","DFE3","Simulated DFE",0.191576054325077,0,6,"99% Selfing","Nem2"
"28","f3","DFE1","Simulated DFE",1.06184019910138e-08,0,1,"0% Selfing","Nem2"
"29","f3","DFE1","Simulated DFE",1.06184019910138e-08,0,2,"50% Selfing","Nem2"
"30","f3","DFE1","Simulated DFE",1.06184019910138e-08,0,6,"99% Selfing","Nem2"
"31","f3","DFE2","Simulated DFE",0.157299207050284,0,1,"0% Selfing","Nem2"
"32","f3","DFE2","Simulated DFE",0.157299207050284,0,2,"50% Selfing","Nem2"
"33","f3","DFE2","Simulated DFE",0.157299207050284,0,6,"99% Selfing","Nem2"
"34","f3","DFE3","Simulated DFE",0.613522264774418,0,1,"0% Selfing","Nem2"
"35","f3","DFE3","Simulated DFE",0.613522264774418,0,2,"50% Selfing","Nem2"
"36","f3","DFE3","Simulated DFE",0.613522264774418,0,6,"99% Selfing","Nem2"
"37","f0","DFE1","DFE-alpha",0.246956303356905,0.0177834211372491,NA,"0% Selfing","Nem2"
"38","f0","DFE2","DFE-alpha",0.132760767891531,0.00506020961889577,NA,"0% Selfing","Nem2"
"39","f0","DFE3","DFE-alpha",0.106895461842689,0.00592398204746531,NA,"0% Selfing","Nem2"
"40","f0","DFE1","DFE-alpha",0.241240172330575,0.0277795662523993,NA,"50% Selfing","Nem2"
"41","f0","DFE2","DFE-alpha",0.133182680020733,0.00826404254863175,NA,"50% Selfing","Nem2"
