Alleles Observed-SFS Expected
0 0.993028 0.993136
1 0.003003 0.002758
2 0.001195 0.001155
3 0.000501 0.000630
4 0.000354 0.000394
5 0.000204 0.000267
6 0.000158 0.000192
7 0.000132 0.000145
8 0.000116 0.000113
9 0.000110 0.000092
10 0.000091 0.000076
11 0.000091 0.000065
12 0.000087 0.000057
13 0.000071 0.000050
14 0.000043 0.000045
15 0.000034 0.000041
16 0.000028 0.000038
17 0.000036 0.000036
18 0.000023 0.000033
19 0.000034 0.000032
20 0.000025 0.000030
21 0.000023 0.000029
22 0.000028 0.000027
23 0.000025 0.000026
24 0.000039 0.000026
25 0.000012 0.000025
26 0.000021 0.000024
27 0.000030 0.000023
28 0.000018 0.000023
29 0.000020 0.000022
30 0.000037 0.000022
31 0.000046 0.000021
32 0.000021 0.000021
33 0.000028 0.000020
34 0.000020 0.000020
35 0.000016 0.000020
36 0.000032 0.000019
37 0.000025 0.000019
38 0.000011 0.000019
39 0.000014 0.000019
40 0.000012 0.000019
41 0.000009 0.000018
42 0.000021 0.000018
43 0.000014 0.000018
44 0.000016 0.000018
45 0.000005 0.000018
46 0.000020 0.000018
47 0.000021 0.000018
48 0.000025 0.000018
49 0.000020 0.000018
50 0.000007 0.000009
