Alleles Observed-SFS Expected
0 0.995479 0.995502
1 0.001952 0.001848
2 0.000651 0.000741
3 0.000354 0.000381
4 0.000231 0.000232
5 0.000164 0.000157
6 0.000130 0.000115
7 0.000094 0.000090
8 0.000092 0.000073
9 0.000073 0.000061
10 0.000043 0.000053
11 0.000057 0.000046
12 0.000028 0.000041
13 0.000034 0.000037
14 0.000039 0.000034
15 0.000032 0.000031
16 0.000016 0.000029
17 0.000030 0.000027
18 0.000034 0.000025
19 0.000037 0.000024
20 0.000011 0.000023
21 0.000021 0.000022
22 0.000018 0.000020
23 0.000028 0.000020
24 0.000011 0.000019
25 0.000018 0.000018
26 0.000011 0.000017
27 0.000025 0.000017
28 0.000016 0.000016
29 0.000020 0.000016
30 0.000011 0.000015
31 0.000011 0.000015
32 0.000016 0.000015
33 0.000016 0.000014
34 0.000016 0.000014
35 0.000009 0.000014
36 0.000009 0.000013
37 0.000009 0.000013
38 0.000009 0.000013
39 0.000009 0.000013
40 0.000011 0.000013
41 0.000014 0.000012
42 0.000014 0.000012
43 0.000012 0.000012
44 0.000014 0.000012
45 0.000002 0.000012
46 0.000012 0.000012
47 0.000018 0.000012
48 0.000014 0.000012
49 0.000011 0.000012
50 0.000016 0.000006
