Alleles Observed-SFS Expected
0 0.986427 0.986427
1 0.004693 0.004587
2 0.002112 0.002151
3 0.001317 0.001297
4 0.000848 0.000882
5 0.000555 0.000642
6 0.000443 0.000489
7 0.000395 0.000384
8 0.000395 0.000310
9 0.000203 0.000255
10 0.000203 0.000213
11 0.000208 0.000181
12 0.000149 0.000156
13 0.000144 0.000136
14 0.000091 0.000120
15 0.000101 0.000107
16 0.000133 0.000096
17 0.000096 0.000087
18 0.000091 0.000080
19 0.000101 0.000074
20 0.000069 0.000069
21 0.000069 0.000064
22 0.000064 0.000060
23 0.000037 0.000057
24 0.000069 0.000054
25 0.000043 0.000052
26 0.000064 0.000050
27 0.000048 0.000048
28 0.000048 0.000047
29 0.000037 0.000045
30 0.000032 0.000044
31 0.000043 0.000043
32 0.000037 0.000042
33 0.000053 0.000041
34 0.000043 0.000040
35 0.000053 0.000039
36 0.000032 0.000039
37 0.000043 0.000038
38 0.000037 0.000038
39 0.000043 0.000037
40 0.000043 0.000037
41 0.000027 0.000037
42 0.000005 0.000036
43 0.000043 0.000036
44 0.000032 0.000036
45 0.000048 0.000036
46 0.000043 0.000036
47 0.000037 0.000035
48 0.000005 0.000035
49 0.000043 0.000035
50 0.000005 0.000018
