Alleles Observed-SFS Expected
0 0.969173 0.969173
1 0.006133 0.006007
2 0.003024 0.003255
3 0.002005 0.002096
4 0.001408 0.001552
5 0.001419 0.001243
6 0.001221 0.001043
7 0.000853 0.000902
8 0.000752 0.000797
9 0.000704 0.000716
10 0.000661 0.000652
11 0.000528 0.000599
12 0.000587 0.000555
13 0.000603 0.000519
14 0.000432 0.000487
15 0.000592 0.000460
16 0.000469 0.000436
17 0.000437 0.000416
18 0.000475 0.000397
19 0.000384 0.000381
20 0.000427 0.000367
21 0.000347 0.000353
22 0.000336 0.000342
23 0.000299 0.000331
24 0.000384 0.000322
25 0.000288 0.000313
26 0.000299 0.000305
27 0.000325 0.000298
28 0.000304 0.000291
29 0.000213 0.000285
30 0.000288 0.000279
31 0.000192 0.000274
32 0.000283 0.000270
33 0.000256 0.000265
34 0.000261 0.000261
35 0.000272 0.000258
36 0.000240 0.000255
37 0.000272 0.000252
38 0.000240 0.000249
39 0.000272 0.000247
40 0.000235 0.000244
41 0.000203 0.000242
42 0.000197 0.000241
43 0.000219 0.000239
44 0.000187 0.000238
45 0.000272 0.000237
46 0.000224 0.000236
47 0.000187 0.000235
48 0.000240 0.000235
49 0.000229 0.000235
50 0.000149 0.000117
