Alleles Observed-SFS Expected
0 0.994293 0.994390
1 0.002656 0.002420
2 0.000951 0.000985
3 0.000453 0.000529
4 0.000309 0.000329
5 0.000188 0.000223
6 0.000156 0.000160
7 0.000114 0.000119
8 0.000080 0.000092
9 0.000073 0.000074
10 0.000073 0.000060
11 0.000044 0.000050
12 0.000043 0.000042
13 0.000043 0.000036
14 0.000027 0.000032
15 0.000027 0.000028
16 0.000030 0.000025
17 0.000032 0.000023
18 0.000012 0.000021
19 0.000030 0.000019
20 0.000023 0.000018
21 0.000023 0.000017
22 0.000018 0.000016
23 0.000020 0.000015
24 0.000012 0.000014
25 0.000005 0.000014
26 0.000021 0.000013
27 0.000007 0.000013
28 0.000018 0.000012
29 0.000009 0.000012
30 0.000012 0.000011
31 0.000005 0.000011
32 0.000009 0.000011
33 0.000005 0.000011
34 0.000011 0.000010
35 0.000007 0.000010
36 0.000012 0.000010
37 0.000011 0.000010
38 0.000011 0.000010
39 0.000011 0.000009
40 0.000009 0.000009
41 0.000009 0.000009
42 0.000016 0.000009
43 0.000004 0.000009
44 0.000011 0.000009
45 0.000011 0.000009
46 0.000011 0.000009
47 0.000016 0.000009
48 0.000009 0.000009
49 0.000016 0.000009
50 0.000004 0.000004
