Alleles Observed-SFS Expected
0 0.986251 0.986251
1 0.004891 0.004655
2 0.002123 0.002170
3 0.001141 0.001297
4 0.000832 0.000875
5 0.000629 0.000633
6 0.000453 0.000480
7 0.000288 0.000376
8 0.000304 0.000302
9 0.000261 0.000249
10 0.000245 0.000208
11 0.000165 0.000178
12 0.000187 0.000154
13 0.000160 0.000135
14 0.000149 0.000120
15 0.000133 0.000107
16 0.000091 0.000097
17 0.000080 0.000089
18 0.000064 0.000082
19 0.000096 0.000077
20 0.000069 0.000072
21 0.000117 0.000068
22 0.000069 0.000064
23 0.000069 0.000061
24 0.000080 0.000059
25 0.000032 0.000056
26 0.000053 0.000054
27 0.000043 0.000053
28 0.000091 0.000051
29 0.000075 0.000050
30 0.000069 0.000049
31 0.000048 0.000048
32 0.000037 0.000047
33 0.000021 0.000046
34 0.000053 0.000045
35 0.000048 0.000044
36 0.000043 0.000044
37 0.000032 0.000043
38 0.000043 0.000043
39 0.000037 0.000042
40 0.000037 0.000042
41 0.000037 0.000041
42 0.000037 0.000041
43 0.000016 0.000041
44 0.000021 0.000041
45 0.000021 0.000040
46 0.000037 0.000040
47 0.000016 0.000040
48 0.000037 0.000040
49 0.000037 0.000040
50 0.000027 0.000020
