Alleles Observed-SFS Expected
0 0.991909 0.991941
1 0.002903 0.002759
2 0.001184 0.001277
3 0.000716 0.000753
4 0.000485 0.000503
5 0.000363 0.000361
6 0.000252 0.000272
7 0.000206 0.000213
8 0.000172 0.000171
9 0.000148 0.000141
10 0.000116 0.000118
11 0.000130 0.000101
12 0.000096 0.000088
13 0.000096 0.000078
14 0.000064 0.000069
15 0.000066 0.000063
16 0.000057 0.000057
17 0.000053 0.000053
18 0.000062 0.000049
19 0.000062 0.000046
20 0.000034 0.000043
21 0.000043 0.000041
22 0.000041 0.000039
23 0.000046 0.000037
24 0.000034 0.000036
25 0.000046 0.000034
26 0.000046 0.000033
27 0.000030 0.000032
28 0.000039 0.000031
29 0.000027 0.000030
30 0.000037 0.000030
31 0.000012 0.000029
32 0.000021 0.000028
33 0.000027 0.000028
34 0.000020 0.000027
35 0.000027 0.000027
36 0.000028 0.000027
37 0.000020 0.000026
38 0.000021 0.000026
39 0.000025 0.000026
40 0.000016 0.000025
41 0.000014 0.000025
42 0.000016 0.000025
43 0.000028 0.000025
44 0.000032 0.000025
45 0.000011 0.000024
46 0.000027 0.000024
47 0.000028 0.000024
48 0.000025 0.000024
49 0.000021 0.000024
50 0.000016 0.000012
