Alleles Observed-SFS Expected
0 0.986229 0.986229
1 0.004901 0.004838
2 0.002203 0.002218
3 0.001339 0.001308
4 0.000741 0.000872
5 0.000699 0.000624
6 0.000416 0.000467
7 0.000320 0.000363
8 0.000352 0.000289
9 0.000208 0.000236
10 0.000176 0.000197
11 0.000165 0.000167
12 0.000155 0.000144
13 0.000149 0.000126
14 0.000123 0.000111
15 0.000139 0.000100
16 0.000064 0.000091
17 0.000075 0.000083
18 0.000096 0.000077
19 0.000053 0.000072
20 0.000112 0.000067
21 0.000053 0.000063
22 0.000059 0.000060
23 0.000096 0.000058
24 0.000064 0.000055
25 0.000053 0.000053
26 0.000027 0.000051
27 0.000037 0.000050
28 0.000027 0.000048
29 0.000075 0.000047
30 0.000053 0.000046
31 0.000053 0.000045
32 0.000027 0.000044
33 0.000048 0.000043
34 0.000027 0.000043
35 0.000059 0.000042
36 0.000027 0.000042
37 0.000021 0.000041
38 0.000032 0.000041
39 0.000048 0.000040
40 0.000053 0.000040
41 0.000037 0.000039
42 0.000027 0.000039
43 0.000048 0.000039
44 0.000043 0.000039
45 0.000043 0.000039
46 0.000037 0.000038
47 0.000021 0.000038
48 0.000037 0.000038
49 0.000037 0.000038
50 0.000016 0.000019
