Alleles Observed-SFS Expected
0 0.990661 0.990761
1 0.004094 0.003815
2 0.001540 0.001589
3 0.000793 0.000880
4 0.000492 0.000562
5 0.000363 0.000390
6 0.000302 0.000285
7 0.000183 0.000217
8 0.000169 0.000170
9 0.000130 0.000136
10 0.000114 0.000112
11 0.000103 0.000093
12 0.000094 0.000079
13 0.000084 0.000068
14 0.000059 0.000059
15 0.000043 0.000052
16 0.000048 0.000046
17 0.000050 0.000042
18 0.000043 0.000038
19 0.000036 0.000034
20 0.000037 0.000032
21 0.000016 0.000029
22 0.000037 0.000028
23 0.000028 0.000026
24 0.000027 0.000024
25 0.000016 0.000023
26 0.000037 0.000022
27 0.000020 0.000021
28 0.000023 0.000020
29 0.000016 0.000020
30 0.000018 0.000019
31 0.000025 0.000018
32 0.000018 0.000018
33 0.000021 0.000017
34 0.000016 0.000017
35 0.000014 0.000017
36 0.000005 0.000016
37 0.000027 0.000016
38 0.000018 0.000016
39 0.000012 0.000016
40 0.000020 0.000015
41 0.000021 0.000015
42 0.000011 0.000015
43 0.000012 0.000015
44 0.000018 0.000015
45 0.000009 0.000015
46 0.000021 0.000015
47 0.000012 0.000015
48 0.000020 0.000015
49 0.000016 0.000015
50 0.000009 0.000007
