Alleles Observed-SFS Expected
0 0.998068 0.998359
1 0.001152 0.000868
2 0.000370 0.000281
3 0.000060 0.000124
4 0.000048 0.000066
5 0.000069 0.000041
6 0.000043 0.000028
7 0.000032 0.000021
8 0.000023 0.000017
9 0.000016 0.000015
10 0.000007 0.000013
11 0.000005 0.000011
12 0.000014 0.000010
13 0.000005 0.000009
14 0.000004 0.000008
15 0.000000 0.000008
16 0.000002 0.000007
17 0.000002 0.000006
18 0.000004 0.000006
19 0.000002 0.000006
20 0.000000 0.000005
21 0.000000 0.000005
22 0.000000 0.000005
23 0.000000 0.000004
24 0.000000 0.000004
25 0.000002 0.000004
26 0.000000 0.000004
27 0.000000 0.000004
28 0.000002 0.000004
29 0.000000 0.000003
30 0.000000 0.000003
31 0.000002 0.000003
32 0.000004 0.000003
33 0.000000 0.000003
34 0.000004 0.000003
35 0.000002 0.000003
36 0.000009 0.000003
37 0.000009 0.000003
38 0.000000 0.000003
39 0.000005 0.000003
40 0.000002 0.000003
41 0.000004 0.000002
42 0.000000 0.000002
43 0.000002 0.000002
44 0.000002 0.000002
45 0.000004 0.000002
46 0.000005 0.000002
47 0.000012 0.000002
48 0.000005 0.000002
49 0.000002 0.000002
50 0.000000 0.000001
