Alleles Observed-SFS Expected
0 0.998000 0.998199
1 0.001275 0.000921
2 0.000153 0.000278
3 0.000100 0.000120
4 0.000082 0.000065
5 0.000020 0.000043
6 0.000021 0.000031
7 0.000018 0.000025
8 0.000028 0.000021
9 0.000021 0.000019
10 0.000005 0.000017
11 0.000009 0.000015
12 0.000018 0.000014
13 0.000018 0.000012
14 0.000018 0.000012
15 0.000012 0.000011
16 0.000014 0.000010
17 0.000012 0.000009
18 0.000011 0.000009
19 0.000012 0.000008
20 0.000011 0.000008
21 0.000007 0.000008
22 0.000002 0.000007
23 0.000021 0.000007
24 0.000005 0.000007
25 0.000002 0.000006
26 0.000004 0.000006
27 0.000005 0.000006
28 0.000005 0.000006
29 0.000004 0.000006
30 0.000004 0.000005
31 0.000009 0.000005
32 0.000005 0.000005
33 0.000007 0.000005
34 0.000004 0.000005
35 0.000004 0.000005
36 0.000005 0.000005
37 0.000002 0.000005
38 0.000004 0.000005
39 0.000007 0.000005
40 0.000002 0.000004
41 0.000007 0.000004
42 0.000009 0.000004
43 0.000004 0.000004
44 0.000005 0.000004
45 0.000005 0.000004
46 0.000005 0.000004
47 0.000000 0.000004
48 0.000000 0.000004
49 0.000000 0.000004
50 0.000000 0.000002
