Alleles Observed-SFS Expected
0 0.991746 0.991917
1 0.003211 0.002821
2 0.001196 0.001304
3 0.000679 0.000770
4 0.000491 0.000514
5 0.000302 0.000368
6 0.000286 0.000276
7 0.000201 0.000215
8 0.000162 0.000172
9 0.000146 0.000141
10 0.000132 0.000118
11 0.000116 0.000100
12 0.000092 0.000086
13 0.000062 0.000076
14 0.000064 0.000067
15 0.000092 0.000060
16 0.000080 0.000055
17 0.000053 0.000050
18 0.000060 0.000046
19 0.000059 0.000043
20 0.000053 0.000040
21 0.000032 0.000038
22 0.000036 0.000036
23 0.000032 0.000034
24 0.000023 0.000033
25 0.000034 0.000031
26 0.000030 0.000030
27 0.000032 0.000029
28 0.000021 0.000028
29 0.000025 0.000028
30 0.000041 0.000027
31 0.000037 0.000026
32 0.000023 0.000026
33 0.000023 0.000025
34 0.000020 0.000025
35 0.000025 0.000024
36 0.000020 0.000024
37 0.000027 0.000023
38 0.000023 0.000023
39 0.000011 0.000023
40 0.000021 0.000022
41 0.000018 0.000022
42 0.000021 0.000022
43 0.000020 0.000022
44 0.000016 0.000022
45 0.000018 0.000022
46 0.000030 0.000022
47 0.000012 0.000021
48 0.000020 0.000021
49 0.000016 0.000021
50 0.000011 0.000011
