Alleles Observed-SFS Expected
0 0.986491 0.986491
1 0.005083 0.004736
2 0.002053 0.002174
3 0.001067 0.001284
4 0.000747 0.000857
5 0.000571 0.000614
6 0.000443 0.000460
7 0.000315 0.000357
8 0.000363 0.000285
9 0.000224 0.000233
10 0.000219 0.000194
11 0.000256 0.000165
12 0.000160 0.000142
13 0.000144 0.000124
14 0.000117 0.000110
15 0.000075 0.000098
16 0.000048 0.000089
17 0.000064 0.000082
18 0.000123 0.000075
19 0.000101 0.000070
20 0.000053 0.000066
21 0.000080 0.000062
22 0.000075 0.000059
23 0.000053 0.000056
24 0.000069 0.000054
25 0.000080 0.000052
26 0.000112 0.000050
27 0.000053 0.000049
28 0.000037 0.000047
29 0.000027 0.000046
30 0.000048 0.000045
31 0.000069 0.000044
32 0.000032 0.000043
33 0.000027 0.000043
34 0.000032 0.000042
35 0.000021 0.000041
36 0.000032 0.000041
37 0.000037 0.000040
38 0.000021 0.000040
39 0.000037 0.000039
40 0.000021 0.000039
41 0.000043 0.000039
42 0.000032 0.000038
43 0.000011 0.000038
44 0.000032 0.000038
45 0.000059 0.000038
46 0.000021 0.000038
47 0.000053 0.000037
48 0.000037 0.000037
49 0.000027 0.000037
50 0.000005 0.000019
